806 2627
182 671 764
189 790 935
614 695 385
617 229 750
223 749 832
120 573 978
278 333 794
1 485 980
24 598 833
698 79 323
498 55 490
312 677 974
176 221 7
649 601 472
323 453 737
340 426 126
501 724 275
133 409 533
453 428 341
558 433 434
754 206 580
105 799 681
330 590 999
67 527 755
360 566 659
630 153 93
527 114 842
394 474 952
179 640 362
57 218 281
572 188 183
573 197 592
157 450 924
395 514 509
227 526 139
766 621 719
23 391 530
614 90 347
747 23 451
25 2 394
793 249 639
435 156 293
72 337 519
513 14 172
590 124 976
743 363 540
224 134 402
35 681 825
471 43 921
94 668 76
143 639 214
548 641 804
438 114 700
209 424 80
54 257 820
151 101 88
425 177 439
137 649 701
358 379 156
41 615 683
117 740 580
266 767 476
618 208 760
787 546 384
689 257 361
638 471 369
804 742 957
734 103 55
676 294 779
559 133 782
123 143 26
65 100 803
439 280 849
557 712 395
672 53 736
701 103 959
412 69 371
166 358 646
804 305 495
108 440 90
176 520 863
541 337 587
299 488 788
10 385 429
278 249 576
470 469 55
284 49 459
259 503 747
154 794 999
326 173 805
656 627 619
465 360 74
6 758 612
336 366 414
476 205 2
221 663 141
86 408 160
68 108 595
213 784 19
305 473 883
60 652 607
670 292 923
519 717 618
644 224 395
595 625 124
226 470 529
604 345 630
149 162 340
721 722 207
776 765 803
421 83 96
105 583 681
730 187 964
442 598 916
329 280 352
468 184 688
654 587 907
384 629 681
628 139 223
150 712 407
486 152 12
327 145 656
566 107 860
552 222 990
185 551 841
246 430 546
717 481 805
462 679 363
49 521 150
414 381 386
273 419 326
298 22 562
325 450 532
761 542 779
25 8 281
640 440 590
481 202 335
705 219 314
267 661 977
587 160 718
552 322 575
508 220 74
479 63 501
332 802 740
212 523 655
418 107 322
338 651 800
670 230 177
386 466 930
196 308 394
596 126 606
391 442 942
481 643 497
105 361 573
561 624 785
620 520 559
704 644 32
806 736 620
769 201 994
28 412 327
621 319 617
498 577 755
568 351 69
296 204 748
63 490 244
205 4 846
128 194 702
806 170 794
181 58 400
4 36 350
270 566 702
24 129 405
462 544 590
130 356 405
391 485 669
359 367 881
80 339 968
598 131 694
664 505 130
311 686 906
770 639 829
592 546 925
513 449 221
787 31 502
585 436 868
272 568 230
267 375 769
177 6 102
731 379 649
679 248 344
523 692 691
690 311 851
60 32 43
190 229 918
695 474 191
405 729 151
67 387 215
209 708 358
376 223 245
195 694 676
122 676 280
179 153 724
4 479 137
784 176 664
549 218 737
711 499 182
690 540 964
618 688 185
358 207 434
247 680 646
317 794 868
616 466 350
600 535 451
180 257 810
544 609 36
42 230 83
761 525 926
596 729 58
712 419 921
763 34 51
655 299 189
315 484 403
610 411 121
475 434 671
180 786 233
432 382 217
94 42 391
545 559 860
49 503 797
160 742 585
55 115 335
240 780 246
90 716 896
705 762 49
504 217 648
305 30 752
777 594 944
416 412 635
57 654 350
28 344 538
519 54 793
119 779 125
14 597 656
532 627 829
472 551 452
241 192 99
568 308 724
763 413 191
31 367 888
360 341 736
769 793 42
643 539 571
281 291 410
614 665 424
533 609 676
276 141 398
330 204 338
474 475 80
18 562 392
460 444 567
80 480 764
355 119 525
713 359 26
218 503 630
213 154 300
427 2 592
181 198 327
572 158 228
666 271 804
385 554 607
336 50 786
778 182 210
692 729 179
152 48 801
323 299 5
593 47 960
283 355 47
675 728 392
103 340 547
73 138 610
569 806 692
434 365 263
145 370 356
579 477 410
635 610 931
637 653 821
183 241 540
743 742 47
476 674 481
752 605 453
67 740 686
186 260 784
696 331 480
458 539 218
410 753 110
735 761 16
