16
819 886
345 667 -945
601 165 135
458 454 465
165 430 -114
308 490 -998
356 805 -304
703 333 -622
477 916 678
494 693 -359
657 777 -422
252 338 945
122 149 501
140 684 273
812 445 -700
277 663 739
586 358 78
930 182 -275
447 520 -460
685 117 -750
362 325 804
245 190 597
814 273 790
77 770 -651
279 345 -28
774 419 541
341 830 -431
513 698 698
908 521 859
887 843 -445
7 803 -768
339 165 -137
507 64 664
647 728 849
914 764 -691
610 727 393
590 837 -460
937 566 460
888 347 -798
526 404 120
29 39 963
115 824 -367
585 548 -10
636 487 -995
193 389 135
327 384 481
15 966 425
349 364 -280
184 403 -734
359 187 -414
52 906 915
137 279 519
963 571 549
622 692 175
713 554 302
866 579 961
858 501 854
237 596 -47
889 526 -514
44 365 121
536 192 675
324 220 690
590 785 170
117 760 -680
2 912 873
808 270 -586
450 957 744
656 483 970
794 23 -393
426 71 197
640 252 -737
18 244 -950
103 106 492
366 803 40
28 49 -29
657 737 271
362 826 -327
928 932 617
277 362 -208
401 718 -345
618 394 209
547 133 -155
26 187 36
606 931 67
205 80 -24
4 584 -954
281 340 354
159 960 767
779 214 254
606 622 348
962 385 -208
932 951 -922
679 401 104
398 657 -416
31 59 470
231 305 98
85 461 -567
227 915 484
546 20 901
735 566 49
532 370 794
396 649 -96
253 142 413
411 230 -724
603 735 140
187 24 256
945 650 599
70 896 -89
919 580 100
375 936 807
902 206 834
413 494 100
855 838 -623
110 931 178
307 562 293
531 659 799
200 516 -50
646 165 -283
215 601 -629
460 52 247
852 672 215
497 125 -644
181 822 759
858 778 -226
187 610 361
167 717 990
52 210 3
121 853 -363
386 828 -193
568 227 -751
518 527 -747
314 355 -501
309 29 739
168 437 404
651 599 -790
211 929 -53
398 555 875
535 528 390
507 46 706
206 794 972
112 47 228
893 790 -828
180 224 -263
97 543 -224
168 221 -555
708 513 4
821 731 -836
869 871 -917
716 873 518
275 292 -24
389 574 203
902 758 -811
751 86 -454
627 36 -256
215 567 -798
729 354 178
211 370 283
702 538 327
81 559 -484
937 45 -895
95 604 -37
277 957 -648
566 620 -598
965 186 522
776 270 960
961 101 -969
357 822 313
261 953 974
301 873 -593
587 517 554
890 756 -871
280 133 512
413 255 -90
490 365 109
133 560 -870
55 453 -108
694 205 108
174 364 -926
219 752 -891
520 502 -377
289 190 -991
808 898 -725
122 223 135
426 330 -485
194 854 36
599 754 -300
630 957 -48
206 282 335
564 107 72
661 393 399
673 582 405
809 679 884
219 88 -891
204 966 789
467 256 -623
329 194 24
235 289 940
8 874 66
812 782 -525
241 779 944
210 687 886
617 433 53
624 883 481
592 581 -450
628 419 -257
308 780 651
240 91 705
66 24 -886
578 916 -817
803 414 354
488 912 653
55 549 -562
491 939 -483
825 250 132
514 159 -957
877 208 -177
638 317 -991
622 509 988
823 493 776
884 797 781
555 69 -392
542 15 38
459 430 -310
499 576 171
842 903 642
509 581 86
464 508 134
366 46 854
185 530 643
662 204 -273
226 537 279
356 461 -928
139 846 101
708 296 294
66 510 699
939 466 -280
647 843 172
504 874 -635
297 525 231
708 613 782
671 226 -706
66 121 274
3 518 399
804 240 -975
703 275 875
844 766 189
941 869 -449
629 464 -75
566 199 362
595 602 326
206 952 466
856 650 875
696 390 785
250 886 99
687 353 729
502 732 4
531 572 -524
190 376 -415
259 17 -549
179 552 346
894 631 -412
816 526 -958
803 812 239
902 883 -738
481 2 -464
953 293 746
103 544 -463
200 456 -370
100 382 -775
28 554 194
246 615 -195
332 659 465
545 469 -720
30 717 -245
856 90 -461
383 425 -674
683 67 -839
95 781 548
302 350 882
403 28 -3
110 839 860
260 597 111
182 822 -771
440 740 211
838 808 118
357 651 -882
650 918 133
380 787 -689
216 855 -1
340 863 -386
500 519 48
539 614 -967
406 192 469
902 594 766
737 248 522
555 50 919
744 114 664
887 23 766
373 514 960
680 420 130
802 437 -302
409 107 995
300 492 -748
19 438 -746
842 892 325
792 208 -745
581 734 -107
912 362 769
761 109 250
236 227 114
19 876 509
953 483 649
269 639 -613
934 634 420
810 396 -389
524 310 9
373 216 -560
922 573 -741
464 391 -623
758 672 271
250 738 -191
814 525 -124
217 185 713
800 803 -243
550 438 85
688 948 734
227 672 947
344 599 12
55 936 -646
822 934 -259
253 369 144
321 576 -530
858 580 -409
532 788 -291
170 719 559
153 800 -372
32 12 714
35 182 -180
747 444 933
2 463 -912
653 786 -427
127 666 304
853 816 3
179 877 -29
623 42 785
471 254 -316
727 138 -763
936 561 -960
434 289 34
781 375 916
386 344 58
165 385 481
599 12 -629
57 511 -725
283 929 -64
190 49 956
470 778 -306
797 329 -294
703 585 941
708 284 -758
69 61 892
481 517 31
538 435 -3
900 323 57
700 504 -554
308 521 592
475 736 -447
68 766 968
775 419 -91
928 388 594
248 654 -487
130 144 -806
508 897 -654
296 560 892
958 83 -248
99 209 690
657 587 -497
467 151 194
169 815 734
509 777 676
901 697 -62
825 230 358
327 591 -714
553 589 963
633 651 100
924 279 -238
604 409 463
716 241 33
565 836 729
576 595 520
278 112 220
543 835 636
294 19 34
634 710 -452
120 735 -662
282 268 -103
920 604 248
828 892 -363
606 128 878
402 488 -623
15 798 -159
730 336 -414
409 377 919
542 8 -118
689 96 -628
578 746 439
553 441 43
798 937 35
375 399 166
356 335 -252
219 463 777
193 485 374
250 403 473
38 64 331
239 613 941
825 938 925
64 935 647
498 807 -514
555 735 -573
830 53 -997
913 958 431
336 327 585
842 141 367
459 379 -222
352 177 -557
557 342 283
346 174 -921
564 458 227
226 558 739
634 456 -793
690 719 568
581 428 674
428 50 825
909 807 -747
805 645 -440
458 531 -47
758 376 -131
414 483 721
327 158 -657
861 401 89
681 664 -111
677 756 336
19 41 360
440 515 583
634 224 377
109 491 437
799 263 -782
831 262 -200
77 783 530
97 864 -866
160 922 -469
532 914 -384
291 783 -738
144 229 845
288 79 -931
755 440 -751
899 293 943
810 416 -543
602 438 -809
642 267 -757
702 849 799
141 483 -497
643 825 11
694 793 -117
680 404 -973
689 99 130
482 618 143
276 413 162
942 106 -657
865 251 -958
203 94 189
440 654 -902
324 466 569
279 229 -1
386 621 452
638 821 -293
958 45 405
59 426 -709
164 464 -13
95 405 974
443 534 196
432 742 -163
130 769 754
370 452 298
871 630 -981
321 211 -968
650 272 622
654 480 -229
364 85 -241
893 227 542
418 541 -774
160 347 653
422 179 428
800 46 823
369 851 -121
239 908 -204
651 537 364
691 715 495
530 128 -955
280 519 -699
296 568 268
272 81 -200
794 766 -528
405 876 927
552 128 414
688 336 643
804 506 882
669 55 -131
62 926 -515
408 19 29
620 246 783
202 540 -652
361 122 156
213 359 -131
588 800 -734
465 514 -696
147 186 -354
198 57 855
402 818 -592
238 888 994
265 554 458
546 392 517
153 356 521
341 737 889
546 67 -788
82 778 562
932 258 -418
331 633 230
736 200 -31
438 757 -661
682 175 -972
777 774 -201
607 906 -973
916 744 194
10 289 950
80 877 -477
118 623 -982
682 890 846
683 898 38
506 437 -85
327 635 -668
687 95 86
165 760 904
516 39 -369
334 795 -504
146 492 -650
245 264 685
745 781 428
28 472 396
727 297 469
842 373 -41
924 864
672 500 873
76 845 -643
258 887 504
121 132 -303
786 350 -6
133 461 869
332 415 177
761 566 265
488 792 -461
334 801 -663
644 240 249
193 119 -754
429 820 -800
835 568 -597
571 4 68
283 265 512
492 368 989
112 69 -690
413 520 102
145 418 -323
137 275 -628
854 769 0
435 233 351
770 827 -5
830 699 -434
888 394 -509
239 475 973
68 460 895
895 857 414
446 735 -575
597 718 -781
82 331 925
182 131 -577
919 700 -573
643 314 -96
40 518 -668
463 612 -76
196 125 991
85 287 -183
96 299 -626
407 561 -502
784 256 892
298 358 230
832 550 707
94 556 984
803 366 877
495 870 452
813 308 -120
922 527 -945
278 737 528
898 401 -8
272 126 -664
807 770 235
529 666 -119
40 814 -726
68 529 517
852 675 41
690 247 981
43 46 -58
551 27 -595
11 886 -459
52 541 169
52 581 -855
240 11 165
227 568 -826
52 810 21
806 138 507
232 645 630
493 791 109
508 21 40
736 850 222
826 880 -896
657 193 -358
742 8 -854
276 466 35
357 198 980
305 340 -293
634 349 -363
149 774 -238
583 26 -344
500 200 142
276 188 400
833 774 229
69 32 -618
869 93 971
796 598 -631
285 181 -258
74 172 360
199 252 666
863 838 -809
533 516 347
141 489 788
610 318 412
635 628 581
433 69 141
171 103 730
468 316 713
42 896 -490
563 475 -561
563 236 611
898 595 626
904 328 -334
554 336 246
137 822 -946
856 110 619
465 28 452
517 238 257
290 663 863
18 103 173
895 353 -446
808 325 -880
613 904 773
384 743 844
455 9 -148
354 461 8
226 843 -286
673 783 -770
700 168 72
532 432 -824
88 307 491
880 61 340
918 455 296
827 455 -292
290 7 627
846 674 557
417 423 -612
330 93 -188
781 695 779
454 408 -78
581 395 497
795 327 779
668 844 212
396 908 397
709 135 150
201 873 871
611 516 -607
596 480 -273
201 638 630
15 819 356
429 223 -108
586 641 -727
455 853 -548
768 83 435
854 182 923
732 811 817
150 361 734
718 672 317
682 567 -968
657 758 735
701 547 -575
451 373 197
345 123 765
412 890 690
75 416 806
106 813 645
530 779 -635
414 744 230
110 86 805
848 609 672
478 726 632
166 504 947
220 287 -296
365 29 162
403 122 -953
878 242 -28
212 538 223
251 112 -607
319 194 -88
559 210 -93
266 287 -295
119 304 739
389 296 -444
129 641 676
144 557 -157
268 384 405
287 624 -543
595 357 187
135 507 113
674 325 449
392 307 -229
487 917 -455
601 881 612
91 147 213
118 776 635
871 677 -961
833 847 859
516 329 775
915 389 -317
438 775 31
812 793 901
528 5 122
298 94 -259
324 141 -728
692 291 385
597 588 948
555 31 48
805 327 643
171 820 -337
269 350 657
719 319 -890
660 733 -708
165 906 -583
156 63 -56
329 839 -572
393 864 -228
53 342 241
592 327 -104
526 370 59
871 762 -860
693 252 -605
452 607 -908
480 427 929
917 465 132
526 821 -832
869 558 -512
418 227 635
646 472 -526
324 151 196
240 345 -433
922 390 -958
524 205 329
522 787 899
854 507 -882
618 56 385
362 366 -538
35 839 -657
96 765 -539
896 627 357
279 301 -521
145 474 -343
610 660 -263
753 565 -935
64 857 379
699 442 -976
748 264 -669
608 342 858
199 129 -955
534 183 880
298 757 682
106 213 249
182 765 -869
522 294 -209
745 593 -177
10 502 113
903 299 -289
269 146 557
506 353 382
574 717 764
135 96 -677
711 605 769
588 260 411
758 373 61
603 609 630
758 523 -920
713 172 996
300 908 975
348 37 621
497 836 525
744 734 -706
806 16 191
495 311 553
68 65 350
600 641 -798
509 897 187
512 194 -647
677 195 375
327 618 -276
87 603 867
155 759 304
54 834 380
441 602 753
17 732 -749
6 450 -3
423 376 389
323 331 961
447 518 -803
48 434 426
208 119 883
422 604 -8
755 183 -106
668 641 -495
533 220 292
36 855 481
457 558 3
702 510 -396
145 726 -240
457 881 -750
847 185 -710
795 812 700
12 781 -672
349 47 -982
237 595 391
747 19 51
211 365 341
3 298 946
209 112 721
558 300 -192
22 327 -760
576 373 679
720 712 623
274 717 869
121 760 -570
716 508 524
641 415 114
671 293 175
814 386 482
284 628 277
410 339 941
584 905 -56
390 55 443
175 892 -528
258 515 467
913 238 -497
48 731 656
834 245 659
105 530 -946
151 194 -494
822 498 -988
175 166 -794
48 704 566
844 775 -971
91 624 520
160 45 816
265 1 904
16 545 -933
534 66 -931
658 484 465
752 832 -372
334 23 -86
806 830 291
267 724 27
17 414 737
509 757 -918
74 48 -977
918 871 692
777 767 424
652 217 450
595 577 -122
476 628 -292
518 101 537
813 599 953
460 255 -161
555 686 617
122 749 -463
667 868 414
3 571 982
742 328 -812
152 150 774
702 198 185
686 741 286
224 118 -334
101 98 873
349 890 192
749 555 -787
612 862 700
479 226 -601
602 538 -397
911 225 -331
201 918 -192
636 265 -111
798 793 -540
825 781 396
319 208 -757
66 869 -884
765 861 -820
556 217 -176
819 631 72
333 166 716
558 813 -115
709 437 783
181 541 -896
62 590 -508
4 852 -439
265 130 -643
54 920 970
35 600 -467
558 198 -784
787 188 -621
365 557 805
512 184 -67
757 703 583
838 743 -485
11 581 831
924 352 90
448 276 -77
889 411 834
411 447 433
31 592 -545
605 668 613
714 212 420
146 98 36
875 585 -14
701 833 339
451 766 955
78 421 796
478 139 752
659 204 -141
698 73 -968
444 397 539
717 893 758
646 73 -402
33 759 189
593 626 -719
435 187 137
503 724 -510
502 339 550
716 86 -915
812 554 -356
87 123 642
282 667 256
907 278 968
537 225 -414
367 493 -6
827 454 101
496 664 -67
864 489 -263
550 427 -121
509 724 377
483 616 418
800 280 103
227 139 271
64 671 914
185 401 -214
411 575 518
148 864 -765
19 77 -392
573 196 791
144 438 879
664 229 436
582 872 715
247 134 834
617 719 964
768 126 -143
389 603 -976
99 870 863
697 707 63
293 648 52
901 667 580
686 368 524
46 415 34
177 663 -385
786 644 762
362 1 -485
715 681 -300
275 817 518
561 855 84
499 246 -699
338 116 99
9 594 -913
512 387 545
807 78 -176
518 428 -59
345 116 200
134 702 566
467 904 -636
630 839 86
436 483 956
347 402 -607
212 477 789
904 431 -518
791 731 -158
109 891 -339
485 144 -980
517 504 -40
66 736 629
642 422 488
114 552 -493
444 847 -715
574 519 -160
561 699 660
426 139 -627
292 368 665
488 508 803
422 493 265
37 371 430
223 613 -76
879 802 -268
762 555 563
763 576 -922
446 314 724
143 13 -691
911 797 458
144 761 148
536 282 -348
517 302 134
560 562 778
715 511 628
181 914 732
21 895 -888
574 793 -164
324 450 -89
900 908 -252
536 512 -353
345 239 -572
246 527 -167
898 761 546
208 528 167
542 323 416
457 390 -493
171 435 -653
778 522 -13
429 344 217
320 209 974
20 838 744
835 27 941
222 874 -852
909 649 -830
810 719 235
385 501 -73
226 782 -87
485 72 195
237 659 31
26 660 -934
297 593 -282
583 620 -891
322 532 -171
673 895 -542
562 524 -307
30 214 988
673 473 -680
349 324 74
378 336 680
731 803 -317
309 391 816
674 161 -173
749 32 -523
81 713 115
552 42 352
94 223 -238
555 43 64
859 347 700
527 854 470
430 654 -170
720 649 -110
549 192 737
19 121 761
444 127 -530
15 625 -977
654 675 22
743 400 -164
479 265 143
581 443 885
754 343 495
128 709 -270
812 104 457
429 269 111
103 903 259
405 819 588
398 141 -968
366 404 149
298 534 -134
360 448 238
183 182 -254
424 157 -239
410 891 -137
847 796 -159
666 280 -243
733 184 -495
423 325 -413
916 568 -648
534 658 -870
389 273 -946
100 381 709
452 787 99
596 792 -663
202 477 -630
541 394 -118
304 427 -873
811 325 -825
410 687 923
458 872 933
442 314 -204
362 408 -816
919 4 412
496 547 855
224 820 -871
906 117 503
72 562 816
836 738 -99
501 665 -624
42 859 1000
469 753 -896
201 823 895
247 117 68
173 530 339
268 355 824
515 735 800
922 265 -756
140 546 986
522 436 -833
132 161 609
681 668 692
357 899 453
94 619 -528
919 920 -335
25 721 -162
599 428 962
721 812 790
368 314 -558
441 920 923
4 240 -592
429 223 -359
602 323 -674
675 117 663
637 342 85
221 457 -677
121 330 132
468 627 361
303 28 -726
318 202 971
817 567 -590
405 799 -721
59 639 -841
62 567 -642
446 846 491
356 310 -890
405 815 676
206 773 695
892 807 -491
21 87 473
220 397 872
364 589 -569
167 494 494
493 860 163
356 503 -499
833 584 324
270 346 -886
293 742 228
8 541 821
215 757 -80
693 366 -608
249 226 374
723 552 -539
237 147 399
511 877 -571
811 351 -960
476 204 -509
199 781 754
828 671 -767
27 374 228
452 231 834
489 219 242
244 615 83
654 672 745
255 658 377
177 453 587
47 191 -899
282 155 -103
679 367 -461
16 281 -897
242 392 656
220 458 -278
299 705 -207
286 659 -65
325 241 930
567 879 383
434 911 335
121 9 -577
510 389 749
408 905 -793
409 528 -204
893 103 435
15 211 894
111 654 -26
775 219 852
148 61 -633
814 137 -836
203 85 70
764 378 -370
734 273 204
592 278 -88
762 166 815
675 190 -361
11 657 799
274 222 272
240 595 748
613 690 -327
764 320 -193
326 826 -782
229 894 664
380 778 -235
298 144 -176
107 347 608
418 797 68
563 359 -67
512 472 -437
558 217 -287
332 644 864
717 468 591
621 557 -663
585 195 -577
47 530 -886
393 511 -677
29 887 -58
521 41 778
131 339 -695
31 72 -623
573 446 363
852 742 19
419 903 -516
409 581 690
166 32 -193
596 59 109
209 572 405
508 348 -846
192 547 -831
278 216 175
158 90 3
245 169 -671
421 867 658
738 369 902
877 773 413
114 669 -329
866 493 -395
169 736 471
310 600 120
569 505 897
27 226 965
69 831 780
293 463 533
114 266 -801
123 663 286
278 67 210
784 230 -243
729 231 798
567 79 961
41 667 -904
767 699 227
146 832 -895
706 224 295
467 842 715
333 149 770
149 55 -714
811 469 213
464 561 -868
769 293 242
71 771 719
105 799 540
859 172 -73
500 708 725
566 362 -322
266 848 -195
363 230 675
132 24 447
99 904 -397
629 220 445
896 656 -919
7 355 478
413 382 -360
500 12 881
589 846 381
332 788 451
48 336 380
829 467 935
398 864 -142
203 365 747
809 815 -792
309 654 846
70 429 731
743 261 976
232 844 -33
56 653 -241
165 456 416
250 243 668
706 17 -24
901 360 -294
331 202 -218
513 864 -95
697 172 -716
629 578 -322
355 278 491
358 574 188
291 761 156
193 756 -489
678 307 104
273 524 129
765 369 -264
596 503 -31
472 273 -134
693 450 839
606 594 971
747 538 319
606 561 918
130 47 -702
543 82 -506
147 569 -503
742 7 957
439 364 497
824 258 -450
857 864 -762
603 521 511
911 724 766
137 613 -563
582 508 298
641 671 -299
138 210 -425
791 375 -718
202 113 -927
410 607 141
463 681 -204
11 217 -992
297 181 461
527 471 373
667 693 800
598 845 -221
432 406 -399
695 618 -500
186 163 485
232 168 -150
313 217 -119
14 302 894
624 66 186
785 682 -506
409 535 982
888 296 -346
136 494 254
94 465 -540
772 476 -333
325 726 -643
648 529 162
852 36 449
807 662 -432
278 428 596
554 561 -327
229 121 -67
432 668 -335
784 697 -521
615 234 787
529 875 338
684 524 270
59 312 -957
767 416 -174
337 354 -735
32 171 929
224 569 74
589 216 -615
173 206 -588
453 812 168
519 776 -29
336 586 546
607 555 540
297 794 -619
653 682 -554
452 112 -710
894 615 -822
416 660 791
919 342 512
129 295 -896
837 491 991
798 663 -769
597 297 415
227 836 570
542 693 277
316 284 -530
272 768 -399
119 17 -890
853 530 512
559 924 979
335 721 529
468 15 755
690 47 -745
536 831 479
221 567 -333
380 409 -479
822 994
46 101 561
500 113 -38
285 433 568
666 493 633
130 58 -560
465 753 998
429 723 -563
573 202 121
189 729 257
182 227 786
495 412 463
236 641 648
556 468 -817
303 215 -43
764 635 45
401 622 -876
166 214 -752
403 401 -748
170 250 823
85 324 -815
552 13 -10
200 219 50
66 542 951
120 663 -995
483 267 448
115 697 263
794 218 -366
710 335 618
733 16 -881
705 344 41
391 22 -466
352 804 -275
733 30 -830
428 195 364
390 314 -653
151 368 -597
337 444 778
36 699 -711
624 45 -555
782 47 -812
799 83 458
329 27 -416
798 583 173
364 430 -159
582 457 -523
439 665 941
134 520 421
811 400 -124
511 306 124
321 644 742
519 140 143
817 732 -605
713 611 -980
726 537 872
411 49 -367
274 465 627
508 397 -574
659 351 60
187 113 -493
724 330 -159
107 197 792
767 775 217
389 4 -833
711 215 -435
303 118 -375
746 32 71
132 665 -701
658 333 -180
152 295 378
122 379 -683
261 326 410
279 447 -695
113 445 970
228 153 -374
408 442 -421
729 614 643
538 309 8
353 610 349
369 159 143
61 144 719
635 64 576
417 262 -525
799 417 -55
816 471 -756
392 278 -309
8 765 -787
456 483 514
366 430 -448
688 136 -851
346 493 -787
813 572 540
320 313 517
37 393 177
565 753 -726
686 555 805
571 666 -398
368 534 -70
667 133 -242
223 651 978
364 244 929
740 654 461
170 303 202
509 134 593
332 722 -707
229 712 -231
150 286 -761
342 592 483
453 172 75
511 170 584
549 159 643
625 531 -218
236 95 -405
250 574 -544
313 496 929
506 200 -197
110 721 746
542 757 -107
110 240 -329
739 263 357
646 593 -2
536 457 -296
794 467 -76
696 557 429
759 696 366
23 51 -638
484 232 726
670 755 245
170 757 944
815 100 841
329 450 -738
639 355 976
279 362 -66
477 90 279
261 578 -782
670 216 -195
28 201 436
526 405 -991
14 191 -179
751 83 -450
88 788 -155
712 173 408
591 767 555
143 70 -656
253 692 122
703 628 223
163 138 -257
648 620 -38
157 183 463
33 408 -835
122 335 405
330 295 -581
817 36 -114
307 417 -447
362 150 819
114 659 783
580 374 -887
513 741 -138
140 588 674
732 631 -561
216 81 930
200 12 -824
353 370 594
99 110 -33
807 317 -446
187 689 -541
232 393 168
232 393 -897
390 322 866
77 345 404
22 123 618
732 688 307
686 653 120
470 681 -890
88 333 119
413 357 330
746 439 -356
812 546 0
339 76 -541
276 233 952
629 175 556
421 202 -788
785 94 195
456 187 -978
682 783 -880
145 817 447
533 715 38
422 742 479
707 697 284
110 129 624
236 374 64
123 415 789
366 581 273
327 504 650
279 727 792
653 712 153
334 84 652
446 653 -754
208 706 606
356 537 431
562 172 750
605 356 252
796 493 -571
150 93 799
319 337 -733
377 63 309
556 460 590
121 42 -819
188 41 907
270 771 -734
100 702 889
283 181 668
336 744 -79
312 698 -363
565 179 -302
462 539 -587
440 604 -466
644 443 572
138 146 364
244 769 -287
616 69 -377
257 8 899
779 808 -638
539 776 -730
116 790 279
378 269 294
158 45 -188
3 423 795
587 736 368
138 692 -23
423 188 -252
424 38 878
253 36 99
225 115 562
160 507 110
608 528 814
417 457 -597
599 317 -178
331 449 79
745 325 -41
314 384 -349
719 738 321
6 330 -361
95 82 -475
66 228 851
145 803 -688
169 608 -362
475 642 728
438 689 51
818 398 -648
404 197 14
507 237 -762
95 730 338
557 459 -401
718 748 396
696 259 580
617 54 -80
691 426 737
190 731 -689
182 40 607
591 54 -537
299 210 966
195 243 450
795 386 551
164 741 -241
219 429 -491
84 18 -872
343 452 -788
318 514 720
629 689 937
175 307 -596
764 694 -159
414 160 -226
821 13 239
723 266 -454
165 722 233
682 85 -677
141 571 -369
773 417 746
410 729 435
155 332 -865
215 427 -777
802 3 -84
761 654 -860
327 68 182
755 543 709
469 146 471
539 77 -571
422 597 307
544 176 885
382 610 776
614 59 372
141 62 908
730 168 229
67 805 535
655 188 -106
245 800 966
645 803 86
187 39 -418
635 51 225
575 80 -341
184 304 786
562 196 621
24 542 -106
229 751 -427
784 578 327
290 718 10
284 415 -962
802 460 603
668 752 -310
197 241 -70
546 652 666
49 577 779
743 668 300
363 176 755
782 685 840
119 201 -841
411 793 817
308 202 632
269 427 -385
101 322 -437
196 402 331
659 666 -667
387 138 332
71 350 -37
163 628 896
653 556 -864
436 67 -913
316 407 -257
601 36 -230
584 133 748
237 200 793
226 257 -93
753 723 141
436 242 594
649 49 845
246 386 742
626 46 693
721 169 -640
120 538 194
442 280 450
309 52 832
311 780 320
284 574 -776
63 513 -615
595 722 980
110 198 -681
325 510 -552
227 103 -725
536 572 -489
228 461 -197
435 76 851
160 290 -321
733 536 -226
625 456 216
677 693 659
649 810 497
11 648 464
686 423 120
592 90 -823
384 478 307
296 805 -935
309 357 -91
557 588 -591
108 278 51
100 588 -890
469 483 619
616 748 -512
538 82 -59
307 536 451
719 262 -368
2 749 304
60 430 335
766 37 266
245 197 114
125 190 -998
210 7 -73
776 385 -860
131 285 -878
805 314 875
344 599 -248
702 484 313
236 443 -882
196 113 -773
311 626 278
718 177 151
131 687 47
80 750 823
351 156 488
13 286 604
229 813 -672
190 340 -217
6 311 821
6 680 790
767 600 704
742 334 992
514 375 496
753 304 -783
107 47 867
666 182 -329
140 799 262
529 482 -413
283 667 99
41 244 422
354 94 608
780 630 524
634 503 -692
554 4 -424
472 613 796
782 143 -342
53 185 -225
532 690 -436
319 790 378
315 503 874
344 302 476
806 290 -70
138 74 222
782 22 -191
425 67 -915
570 363 -649
454 485 861
509 791 729
275 66 -857
1 226 980
27 419 -385
202 57 63
526 817 281
49 333 511
47 129 211
288 54 698
518 318 -394
621 399 949
391 543 -226
785 713 -599
782 707 405
321 248 -773
594 317 866
567 64 -701
730 700 670
335 749 546
650 385 613
813 38 -775
721 136 746
12 596 -635
561 54 -971
724 174 -359
714 741 -459
762 792 -765
784 391 -878
124 501 425
461 677 -239
505 284 -479
64 602 679
457 702 513
782 810 486
706 717 -542
684 499 992
705 171 -235
768 638 579
430 600 842
146 482 -849
250 803 -2
804 343 -901
80 313 -852
790 655 931
63 186 866
168 649 649
438 481 -264
304 68 -791
625 446 644
253 461 111
188 559 -274
744 628 457
806 600 -153
734 387 -257
529 220 171
633 730 513
77 349 241
175 112 408
443 55 -889
320 12 -196
60 330 509
395 90 651
228 604 167
13 300 5
642 138 550
16 220 834
376 480 178
678 67 -159
311 742 -774
25 163 -264
685 646 813
818 485 658
235 492 -373
724 528 -511
366 69 879
387 633 -144
59 513 603
633 275 -804
93 555 841
782 498 -754
455 397 -439
288 803 -617
314 158 323
727 303 280
711 177 492
5 48 -612
134 579 -277
489 493 -309
71 570 949
396 499 957
468 753 565
149 201 -875
484 711 911
518 720 -355
423 91 935
65 340 345
604 279 -476
382 143 393
371 198 -22
146 214 260
72 651 -96
61 727 233
653 123 664
198 135 -719
729 564 850
771 755 -632
362 653 959
243 572 253
245 668 -798
568 499 893
163 309 -251
302 79 49
510 281 638
647 73 916
726 797 162
44 688 967
409 815 -975
85 139 -315
303 775 -994
407 43 -280
293 593 -905
321 535 300
120 623 971
493 467 471
404 535 536
201 339 -199
706 466 390
81 174 211
274 789 948
205 280 940
770 796 -164
730 217 -518
425 4 13
799 783 -11
8 296 320
148 803 958
718 719 675
753 511 -73
556 355 462
234 535 -34
345 189 -494
463 513 736
256 284 573
431 33 -779
67 230 -994
616 682 989
141 659 -519
716 508 -56
785 499 -695
638 120 -724
294 753 950
555 646 372
115 727 788
569 610 -296
460 398 -866
386 573 866
272 649 -163
242 14 -518
697 526 630
422 456 -192
491 736 -951
482 583 855
721 341 -768
581 367 -297
514 558 13
571 336 292
117 717 271
423 91 657
505 441 -590
442 152 438
434 613 333
796 86 -729
22 668 793
742 104 779
55 168 853
133 401 909
202 616 290
612 310 613
328 181 603
276 284 274
374 147 353
461 420 368
432 18 40
290 358 -193
101 260 -451
250 415 -834
107 461 -505
458 343 588
480 149 477
122 294 964
86 203 662
292 413 624
297 805 -143
257 401 485
69 303 727
438 791 -775
265 491 113
820 325 -584
763 136 847
660 422 775
552 614 670
630 488 -328
637 641 570
447 226 -294
15 294 -991
489 204 100
274 563 -227
760 556 -421
709 205 239
790 720 683
251 542 534
817 217 719
210 368 683
722 609 -141
517 287 831
468 288 -276
429 635 450
23 151 960
646 143 656
736 423 -222
70 597 493
251 76 -792
607 775 -55
486 343 136
403 405 595
198 579 -394
514 432 689
585 70 -393
727 180 -73
781 486 830
397 802 -489
600 755 -894
183 397 328
37 363 -987
770 492 -69
151 337 -662
238 792 503
206 543 -651
730 714 368
123 455 -189
418 221 311
365 176 463
280 633 992
72 277 -553
575 820 -387
557 629 -451
59 46 875
205 177 143
145 349 -580
555 277 571
732 582 -82
191 617 -736
695 516 576
138 585 -831
207 382 581
580 458 -429
383 119 -408
605 774 -62
289 700 976
315 662 829
620 349 322
328 651 -947
41 378 746
582 138 -869
362 404 16
439 245 -275
419 362 498
160 117 643
511 10 673
407 213 164
37 440 321
39 173 233
100 527 -73
67 808 673
600 467 -729
16 298 -496
386 402 -671
294 247 993
142 253 695
219 351 117
807 620 -322
199 674 923
485 276 -600
714 564 -121
753 702 -68
223 214 -723
275 769 665
576 8 447
331 503 -197
121 159 -955
311 256 216
536 684 -326
266 724 425
672 697 -556
196 582 202
174 71 150
398 386 182
326 150 -556
51 508 889
750 465 -511
462 544 -521
85 26 -156
440 536 -348
75 170 -879
528 410 -612
433 683 -778
610 452 -935
326 728 -186
634 107 760
772 805 732
617 671 328
86 461 703
76 218 164
248 175 632
357 313 640
123 141 -362
777 820 -527
24 54 -965
186 203 992
102 543 -229
689 587 645
739 588 -252
350 535 -487
229 58 -242
184 203 -237
556 75 881
620 17 -776
