18
898 1862
300 407 798
751 620 515
362 581 821
616 698 755
301 451 932
281 104 344
592 17 738
631 48 805
621 452 868
798 362 77
709 40 832
428 332 39
440 271 849
694 471 618
634 142 739
490 122 779
729 411 153
317 245 549
20 236 102
298 160 392
469 778 295
558 406 781
72 789 49
101 503 265
788 240 689
113 494 849
578 438 125
166 77 343
275 470 779
127 156 924
416 209 425
631 560 849
703 287 475
657 559 410
490 740 383
446 113 470
473 253 169
154 704 422
758 680 176
176 715 566
761 740 306
64 794 169
632 434 310
339 98 636
775 534 297
346 479 878
211 484 31
725 70 178
94 334 149
348 400 826
152 128 605
41 486 427
740 470 826
335 12 417
454 644 129
379 582 669
352 464 253
463 444 864
593 567 502
196 80 136
316 25 109
467 251 847
1 260 402
76 396 412
705 163 424
735 205 938
722 316 661
164 742 833
306 782 955
533 117 807
521 498 964
768 375 261
526 376 229
652 420 56
459 703 629
408 790 364
544 811 837
15 53 890
570 605 672
552 448 971
724 591 531
425 48 759
180 347 420
643 380 250
435 124 305
648 142 89
307 414 795
58 584 679
243 106 236
172 44 49
214 114 553
278 410 391
146 264 408
98 617 168
38 634 460
435 197 226
261 283 387
363 600 607
477 246 559
91 590 387
544 199 194
222 657 244
524 499 199
718 196 229
389 462 687
260 407 576
541 796 245
97 632 268
81 446 286
791 222 323
586 379 339
450 191 167
630 425 401
47 320 235
342 200 565
560 767 385
733 212 996
224 608 529
539 721 858
158 353 827
394 120 212
265 95 497
267 682 668
795 29 207
361 540 406
704 59 464
811 358 374
453 809 944
300 417 821
144 319 81
686 690 933
98 65 513
474 566 652
129 532 833
153 253 765
692 641 635
162 709 556
54 576 770
427 262 79
617 632 710
175 196 781
270 773 847
314 74 927
102 705 184
476 738 188
536 402 814
456 377 76
718 269 203
508 173 115
746 321 375
379 31 402
690 548 218
123 500 974
372 73 336
184 483 877
781 188 36
276 638 45
786 635 94
580 608 332
660 703 222
287 589 588
810 497 335
608 801 674
617 277 462
271 170 105
65 252 876
637 19 915
263 38 140
724 533 684
525 778 329
302 367 857
645 584 933
524 588 38
26 357 514
341 720 545
134 85 640
119 150 927
582 453 802
664 422 878
492 177 665
57 357 326
83 748 790
689 430 540
684 10 920
787 559 137
436 353 202
495 649 109
310 71 145
480 81 994
612 77 231
178 30 839
268 247 270
230 78 563
803 428 765
526 440 754
729 369 328
93 68 794
710 493 231
221 153 337
305 776 105
785 171 143
146 481 398
781 19 648
388 330 85
281 758 221
659 21 707
626 309 720
346 540 902
639 456 992
727 499 942
785 365 758
746 194 27
781 705 985
8 29 414
92 678 862
27 776 5
212 795 835
785 784 742
349 695 205
565 681 388
218 163 162
409 43 424
248 675 373
473 222 216
691 123 188
789 679 794
769 386 361
162 514 988
553 166 882
713 472 222
202 403 180
286 504 234
247 36 645
36 124 841
724 407 814
166 154 446
411 480 912
203 398 765
303 682 916
511 628 871
430 582 185
480 417 761
448 134 955
526 117 499
10 188 707
351 233 259
444 740 276
279 77 11
599 744 660
360 485 115
164 26 472
42 124 475
291 471 196
631 756 293
305 797 593
406 46 808
133 575 971
89 209 779
663 261 815
347 190 178
475 661 585
301 324 819
18 78 106
516 507 275
558 502 775
775 184 683
562 724 375
445 269 493
478 673 138
211 340 623
422 324 367
747 377 263
63 49 652
677 220 254
421 705 50
92 269 114
362 87 353
218 10 457
244 322 194
390 375 637
362 544 699
134 159 427
281 40 183
145 414 820
772 719 473
573 465 312
652 458 807
87 186 558
675 443 998
473 398 22
431 473 335
311 467 90
777 483 58
703 745 842
454 540 13
2 566 351
143 573 638
120 576 872
29 69 999
658 781 861
200 501 496
351 337 412
267 806 716
433 566 325
31 797 834
349 12 977
491 450 347
436 190 199
220 276 707
98 33 66
743 347 968
787 615 343
598 812 89
803 156 564
294 349 461
669 475 116
141 622 380
530 762 729
331 482 741
703 483 814
90 184 221
11 807 723
101 398 100
251 688 581
585 724 278
358 211 43
498 321 847
407 621 521
486 539 301
150 229 366
123 421 828
373 381 874
162 187 32
51 502 725
597 407 761
44 180 41
627 141 120
353 728 943
436 725 974
25 322 49
744 219 560
608 740 90
526 405 640
223 309 562
656 113 959
243 676 417
101 65 909
463 34 41
638 398 2
60 753 868
540 14 462
336 559 171
343 287 836
244 117 499
123 208 629
181 702 3
7 541 703
660 169 323
227 263 318
381 110 985
472 645 84
639 16 355
50 474 310
764 215 331
600 176 279
88 478 238
382 455 12
805 44 452
323 717 503
566 588 331
355 608 120
503 438 848
724 399 249
210 380 362
386 459 669
532 522 522
410 201 944
613 545 256
40 524 170
652 390 636
738 317 372
425 408 690
325 163 518
723 382 313
230 327 333
574 125 965
608 415 251
544 174 854
224 383 119
471 492 455
485 673 576
535 1 372
371 672 891
628 3 710
22 722 121
809 658 549
740 477 181
315 556 697
175 769 228
632 607 778
487 466 418
654 664 956
421 593 598
544 151 825
42 679 837
515 638 447
113 50 446
199 372 454
643 301 391
345 24 27
601 664 34
694 101 1
711 445 930
466 254 262
716 327 374
320 33 57
436 731 950
766 113 541
243 713 988
643 760 65
439 750 670
523 717 766
446 516 588
801 728 94
643 434 569
485 269 715
136 387 325
602 631 597
432 557 8
235 740 438
33 5 949
668 503 433
551 260 927
220 117 633
43 44 220
373 538 472
269 415 524
323 28 301
461 303 375
729 73 742
282 254 162
667 306 537
17 248 220
110 782 707
423 586 722
57 717 223
82 506 884
428 811 915
175 770 565
53 56 362
26 134 894
71 209 411
133 244 389
202 485 839
233 123 310
431 424 282
512 7 643
198 276 1000
58 727 66
25 460 434
302 694 768
707 487 319
207 168 490
309 88 657
625 375 625
206 511 942
111 8 603
206 391 644
372 76 734
204 637 195
155 25 981
188 611 444
130 524 953
539 540 822
108 79 706
564 711 508
356 783 627
343 17 283
697 515 885
371 3 729
437 220 775
287 277 724
657 646 415
609 646 883
628 604 691
30 218 360
59 127 755
563 203 962
208 713 563
295 386 856
772 642 616
388 774 76
466 125 928
537 135 90
363 461 67
568 791 355
118 135 448
76 743 875
426 589 244
312 192 635
590 532 334
723 190 209
660 283 540
677 731 90
427 653 965
260 268 876
785 299 198
108 708 491
16 481 121
519 186 393
517 144 900
622 19 457
795 722 678
711 549 804
140 210 688
538 184 489
382 545 185
55 198 717
784 581 718
154 40 145
439 516 174
336 762 725
804 691 525
283 566 345
144 557 261
411 644 191
688 444 585
432 780 817
530 31 44
92 450 375
119 717 545
509 170 306
794 666 95
595 523 236
678 489 833
649 103 732
304 156 862
328 668 391
704 427 353
810 690 476
350 219 844
401 535 898
678 600 783
203 559 755
116 99 68
298 241 531
365 83 212
140 133 911
285 82 36
484 208 963
341 7 646
207 723 96
145 435 81
201 211 543
709 784 456
440 373 333
412 513 67
165 668 480
722 803 443
33 163 786
521 360 914
368 370 507
674 778 195
126 636 387
399 654 86
184 341 126
274 175 790
623 753 366
415 57 31
172 484 807
146 118 288
649 164 840
597 640 165
180 431 91
754 412 954
208 196 777
680 182 832
63 377 151
739 420 935
331 637 123
103 303 12
432 681 370
685 97 653
404 529 499
600 654 188
535 420 446
437 596 310
442 249 2
713 479 265
281 486 134
389 232 414
509 52 799
216 422 202
216 103 525
176 200 136
641 714 676
168 755 140
549 282 383
492 293 498
36 652 598
149 7 391
66 592 347
311 645 535
221 752 555
719 524 420
665 365 32
458 810 671
9 58 794
745 655 891
804 722 194
343 399 804
465 149 551
287 556 512
436 414 31
626 565 732
679 17 359
245 750 523
776 735 422
619 666 486
6 550 832
585 430 213
678 231 629
478 11 921
779 158 222
749 676 930
656 809 895
378 104 153
723 134 161
136 721 981
231 59 454
538 702 460
706 428 853
809 566 999
16 619 602
58 269 39
324 255 906
659 133 205
1 285 897
592 177 203
675 512 157
37 354 327
745 431 563
276 36 276
25 210 920
77 650 79
129 748 601
801 113 970
756 271 104
655 143 176
677 99 803
611 517 127
637 667 328
502 82 65
748 11 366
107 23 450
6 289 423
90 447 940
255 88 551
385 63 529
126 383 363
606 557 842
390 571 364
40 192 684
696 644 632
578 736 511
339 808 590
750 679 367
221 212 950
743 176 244
67 653 937
224 330 914
611 749 468
29 386 536
624 317 838
459 528 54
542 654 760
536 61 518
394 608 711
59 221 954
612 81 819
371 581 870
341 212 385
802 573 815
668 689 584
680 369 551
382 428 456
610 781 389
769 81 303
614 637 765
455 264 565
504 191 170
445 697 350
149 391 768
462 572 294
253 34 955
358 165 132
194 522 531
441 303 551
374 507 897
209 330 368
370 721 147
30 486 788
549 192 474
729 734 639
436 658 912
809 370 106
23 385 307
556 100 632
694 95 863
285 437 361
657 541 396
796 159 149
646 698 787
506 240 266
168 515 575
374 767 897
687 413 151
577 555 785
202 131 295
172 596 449
430 730 632
726 427 230
745 413 541
144 194 814
307 436 156
456 389 304
516 768 637
109 414 261
377 238 624
17 626 47
539 453 542
780 255 686
302 630 738
244 734 198
558 379 202
387 71 309
687 216 197
121 148 226
380 440 817
510 89 845
476 524 403
558 449 47
220 555 591
179 582 768
415 407 213
116 47 688
55 224 548
300 384 540
216 801 190
340 410 295
287 302 247
674 806 624
798 396 846
626 673 895
577 446 108
441 27 920
447 222 300
341 617 147
445 405 748
281 78 431
665 85 792
397 161 52
778 150 99
212 103 145
117 432 885
490 507 492
544 267 863
771 676 697
156 251 4
43 393 846
700 493 647
126 764 403
742 687 801
5 662 155
79 540 850
199 96 645
750 201 127
312 80 373
776 745 880
99 354 909
805 731 477
170 238 960
153 493 689
551 678 789
149 243 682
348 26 548
190 298 321
543 636 716
643 594 145
163 668 742
30 635 402
525 482 178
167 238 698
534 86 597
390 478 848
74 288 148
260 129 160
750 574 837
370 134 727
449 178 221
542 101 490
245 501 528
108 491 125
153 193 895
751 443 617
15 370 199
259 714 351
37 558 888
586 492 750
671 549 394
446 225 46
666 803 527
705 766 983
28 457 754
642 327 410
357 746 875
655 738 615
416 691 985
703 578 592
603 192 860
514 791 181
34 549 775
178 424 71
6 781 426
811 579 216
716 147 993
178 369 457
674 666 407
557 329 175
435 561 591
119 767 806
148 325 51
658 676 467
584 280 40
624 628 397
749 686 512
739 508 153
30 582 620
398 796 560
726 64 992
96 587 871
389 253 826
780 175 51
105 795 488
296 487 294
61 624 854
775 600 159
60 259 429
45 280 793
468 413 221
91 187 177
385 352 879
525 335 370
589 665 430
81 603 316
213 650 310
753 148 998
738 629 813
719 513 48
520 662 893
244 185 794
325 437 732
65 35 517
788 315 585
534 313 35
724 329 140
167 46 156
771 339 93
608 280 791
40 533 441
753 149 157
426 197 556
805 270 653
467 346 854
484 500 927
143 211 383
276 24 718
164 225 805
307 801 654
166 447 703
80 516 264
419 13 442
616 439 318
625 715 520
309 274 554
730 695 527
737 517 86
661 530 232
197 587 360
787 323 651
64 747 467
341 439 43
648 11 959
728 86 195
785 668 278
626 650 550
191 98 819
328 598 473
1 418 802
345 726 85
101 268 258
729 553 678
481 168 393
306 395 526
169 773 187
767 2 586
793 207 600
220 600 52
55 369 814
263 140 747
68 93 27
344 764 986
594 276 977
294 621 697
304 707 988
459 118 211
805 279 525
748 71 991
395 446 868
29 198 594
440 290 972
247 383 233
623 475 927
740 485 55
371 207 161
773 352 135
293 632 38
139 635 244
415 249 964
607 405 281
736 764 977
707 54 639
442 157 68
766 698 156
562 352 976
82 492 514
743 140 250
687 76 297
670 739 671
584 394 13
479 712 461
591 142 644
686 296 940
419 30 93
595 612 220
369 273 244
434 490 291
796 52 52
61 252 131
42 597 153
61 403 118
778 85 759
923 1893
724 903 931
89 421 298
831 785 990
650 403 797
175 178 998
116 437 613
490 375 310
434 84 498
138 163 253
675 519 703
738 406 618
697 460 119
854 582 714
220 509 746
493 907 478
752 359 916
29 881 805
390 482 112
549 700 863
868 706 573
40 674 468
915 507 896
327 545 305
671 803 666
1 921 29
798 325 821
842 805 612
23 417 627
800 411 891
386 900 611
894 833 313
896 277 358
104 441 280
13 104 712
695 405 379
76 637 451
427 506 500
491 875 966
275 278 138
458 805 435
61 90 159
687 595 55
160 15 862
882 377 270
669 615 60
590 213 397
461 486 657
586 52 161
613 360 898
610 793 823
295 434 161
16 586 89
781 425 760
140 116 462
593 645 897
309 517 878
188 525 528
718 303 590
781 807 39
395 772 929
298 81 438
258 158 945
156 682 564
534 146 282
775 305 560
852 705 801
228 75 56
282 244 172
578 562 258
797 740 506
636 411 648
788 824 215
861 96 909
129 795 949
203 172 433
307 154 198
228 657 887
884 468 741
518 231 388
145 489 562
882 771 808
275 281 834
255 691 809
612 242 13
455 448 814
53 616 950
145 562 992
786 453 485
462 687 72
667 346 923
688 528 140
92 471 975
637 753 49
793 571 365
231 534 258
672 87 506
863 363 678
478 861 60
311 62 793
372 848 300
683 628 309
704 40 303
663 833 487
300 460 16
224 137 525
196 504 848
77 65 527
210 121 47
264 290 84
429 687 787
648 612 558
230 645 170
511 779 278
580 137 350
796 280 842
426 813 886
220 77 506
798 757 761
283 689 171
198 776 450
893 811 905
419 612 717
22 354 857
586 656 737
105 615 730
411 313 335
480 797 104
405 497 166
801 50 352
510 711 987
598 640 151
102 583 648
365 234 773
638 882 612
881 464 61
390 240 611
664 145 776
118 553 882
903 712 800
641 501 510
276 690 24
109 910 516
852 711 539
38 636 21
95 782 974
303 764 916
93 78 387
794 608 639
468 38 720
402 257 310
110 44 488
495 86 398
586 922 205
481 314 306
374 680 920
874 545 766
754 295 999
414 481 86
760 307 393
223 782 725
806 265 376
104 835 275
489 28 609
141 725 157
354 698 547
91 611 686
643 666 863
517 478 843
68 407 797
243 49 89
432 110 440
781 584 735
669 92 946
405 345 650
626 31 19
449 417 547
892 684 510
119 150 841
738 168 245
444 312 400
359 234 542
894 110 836
190 889 430
261 655 702
785 197 189
15 827 170
433 162 352
382 570 8
449 323 321
174 702 121
782 872 302
348 344 585
218 418 696
330 892 411
343 358 438
351 778 774
70 575 710
171 414 159
446 414 131
289 781 122
223 305 39
51 76 606
31 639 773
863 8 941
33 674 825
581 598 808
346 682 112
881 818 390
176 271 74
130 479 904
5 169 858
44 174 242
921 635 599
249 191 286
473 151 352
516 83 446
681 350 303
118 427 163
797 494 568
913 73 308
594 84 899
18 78 706
768 767 916
829 739 50
661 309 29
137 129 153
841 834 285
887 846 614
789 308 137
231 715 902
80 744 12
312 452 149
292 348 650
887 178 634
332 134 974
53 711 17
707 7 681
81 18 308
264 293 846
827 902 39
161 150 914
467 838 359
203 163 351
746 91 664
578 156 367
197 37 157
375 548 921
342 676 242
17 590 337
387 544 524
247 869 948
326 524 819
751 164 967
866 208 126
711 193 554
760 778 182
405 440 819
915 439 487
14 797 524
804 387 234
427 372 103
279 314 923
752 472 59
54 203 187
252 290 218
598 715 374
132 546 653
43 326 721
340 47 190
290 175 427
787 667 606
232 82 212
787 160 879
899 228 318
523 368 487
486 457 47
305 769 283
877 18 53
29 853 969
686 345 75
132 622 859
921 303 28
371 343 763
487 254 104
254 651 928
702 739 854
850 415 445
208 35 345
476 676 994
544 332 44
639 290 899
72 498 976
27 283 53
285 14 562
300 40 506
202 631 380
471 314 398
134 319 757
264 109 547
592 633 406
309 493 894
470 468 641
883 30 246
829 311 971
379 349 121
860 449 202
601 197 821
735 275 539
770 630 735
23 897 244
521 419 408
82 920 121
105 819 80
153 850 822
549 71 127
244 594 530
479 606 382
630 735 336
645 66 538
248 709 152
669 904 373
486 120 203
847 332 910
478 288 341
642 484 170
133 246 808
733 102 762
362 556 409
237 782 949
852 683 271
716 140 529
849 213 781
357 363 647
432 498 858
94 218 134
576 669 76
905 32 614
557 291 368
793 685 174
744 452 681
148 470 885
382 124 118
455 147 813
311 387 968
376 164 816
480 784 751
73 573 901
806 562 760
446 775 418
360 182 254
843 194 787
842 247 691
602 811 611
226 511 114
332 338 819
481 299 947
202 436 48
366 104 415
792 295 373
459 579 575
315 344 301
922 759 302
160 26 25
885 480 660
96 711 619
161 95 924
63 315 308
911 550 532
404 141 993
356 604 987
781 306 287
305 23 137
233 548 227
35 24 357
733 829 931
214 382 90
89 760 749
356 164 758
702 34 526
803 825 403
124 903 644
604 83 571
211 321 811
439 147 973
265 482 851
347 455 796
632 512 242
796 363 838
15 864 279
737 582 198
256 519 940
299 20 156
258 160 440
264 131 30
328 863 717
470 263 637
658 224 354
202 850 629
481 616 111
494 59 856
152 209 487
679 347 224
698 864 221
446 742 92
596 724 900
721 732 260
668 595 704
50 552 121
591 434 135
99 920 951
700 141 978
145 549 152
46 543 506
760 548 58
840 537 568
798 97 716
840 233 45
759 170 517
856 37 574
253 300 953
131 223 91
295 717 314
585 69 92
57 897 182
704 362 284
857 273 165
355 84 990
748 135 471
891 893 129
163 4 861
42 291 21
689 467 927
545 766 361
874 237 573
356 863 14
157 392 433
486 223 98
680 782 959
254 405 179
585 751 519
832 804 632
868 761 878
667 109 979
1 411 239
8 643 417
54 716 495
193 530 793
555 149 822
892 768 384
120 44 105
15 457 928
235 167 843
171 275 556
351 400 695
318 823 485
489 866 681
661 578 52
607 369 109
232 501 529
677 505 380
26 912 778
441 695 619
617 447 16
152 677 467
325 512 203
382 777 56
340 793 546
331 27 642
18 636 297
689 471 928
857 654 620
470 82 82
123 728 273
426 240 2
598 493 4
224 372 891
921 343 925
619 807 1
790 70 330
901 783 207
110 447 542
864 539 136
173 893 816
273 229 921
149 9 438
390 117 364
540 698 501
446 223 720
278 588 586
824 920 785
828 611 735
677 903 519
834 320 192
386 862 357
175 753 604
641 199 333
626 95 180
544 104 354
49 551 412
15 803 667
648 409 985
829 405 390
475 567 400
897 585 83
397 173 486
310 176 415
524 123 178
842 513 689
155 907 543
742 235 357
681 768 992
547 203 174
296 92 183
385 677 455
451 804 885
177 561 655
324 290 229
843 597 876
305 751 237
54 616 916
526 392 449
741 513 30
12 78 429
416 576 769
532 810 208
702 470 801
374 397 513
822 369 923
870 386 838
478 687 337
730 895 433
610 162 5
504 720 860
137 274 600
38 101 28
351 500 25
97 335 598
663 83 465
378 134 599
719 637 840
816 800 4
600 841 380
109 876 482
365 561 801
347 379 523
379 680 566
288 42 332
238 269 321
242 51 589
701 763 550
33 346 792
140 525 702
174 367 777
790 841 785
108 804 566
342 19 531
535 484 362
77 805 268
108 262 218
387 493 36
80 380 273
636 845 23
755 345 377
587 175 137
880 37 339
379 417 76
645 54 505
363 735 354
151 683 646
97 271 338
899 402 473
922 133 236
27 767 607
415 911 193
249 546 477
559 119 8
515 194 290
18 269 844
133 360 573
55 567 360
518 39 547
390 301 906
620 902 772
569 707 852
674 596 734
403 836 987
376 740 759
737 659 686
20 120 28
544 747 535
377 239 743
91 656 233
50 30 918
231 763 618
591 133 710
217 502 307
741 338 928
94 154 693
82 351 137
142 378 736
903 19 103
78 181 462
841 445 715
357 844 743
246 94 835
577 226 374
529 108 570
139 469 48
219 798 966
92 322 439
485 761 343
163 17 648
87 808 364
391 836 462
219 609 963
826 40 790
679 827 396
871 189 895
812 510 455
433 556 34
463 909 76
191 149 119
861 641 978
510 633 366
72 372 305
429 637 175
22 40 580
79 414 272
11 404 429
348 549 721
598 453 393
296 798 179
331 1 45
319 170 933
93 432 908
38 455 725
28 587 565
262 896 148
127 289 837
353 893 487
891 123 582
181 592 645
193 480 702
682 520 36
307 1 372
849 837 43
575 452 725
501 581 147
399 481 560
445 732 16
152 116 387
57 686 121
833 729 688
450 480 54
343 636 909
675 621 304
518 199 742
919 804 23
757 422 374
831 501 237
395 5 862
612 209 279
600 694 126
441 118 758
528 536 315
841 521 464
124 605 917
878 821 144
317 319 612
577 562 842
557 540 928
676 847 26
86 347 666
299 545 782
39 775 414
677 462 853
50 329 82
381 387 208
186 482 611
68 758 47
96 793 302
650 743 70
292 720 27
129 909 35
507 550 803
649 308 609
650 716 328
884 273 249
77 846 569
365 463 919
380 210 949
24 219 947
603 352 703
734 393 807
453 494 12
272 830 39
107 593 32
536 199 952
62 219 353
308 460 833
713 204 892
744 491 971
34 860 410
817 644 233
75 242 416
79 777 307
166 719 479
192 585 375
742 136 474
87 303 518
216 413 884
365 804 666
168 664 628
9 686 104
466 806 380
98 308 291
231 547 428
565 190 71
62 349 534
718 63 629
717 818 287
770 409 620
143 785 840
738 429 573
5 830 432
427 542 215
271 180 315
763 73 783
849 529 718
88 201 50
629 300 452
383 194 745
437 596 772
26 465 402
316 874 729
514 879 303
316 736 946
668 221 768
282 678 888
208 722 353
186 549 829
772 544 183
537 472 193
777 10 810
407 154 427
376 249 794
93 210 59
727 360 947
468 449 370
731 251 419
789 358 258
194 464 819
426 231 451
693 431 392
302 563 420
67 622 725
377 289 504
762 728 830
663 656 62
255 514 210
469 112 415
259 24 685
822 202 780
60 206 960
809 3 832
894 264 388
190 346 531
627 570 221
902 144 385
234 373 614
169 622 775
208 500 875
194 4 620
348 379 302
765 202 683
910 279 718
87 584 693
612 645 684
61 721 279
902 729 33
337 737 987
251 610 137
827 720 494
524 748 582
770 774 802
375 486 904
65 197 600
29 415 515
45 348 289
58 172 243
641 827 30
4 107 449
279 782 463
600 135 290
141 68 873
316 915 234
646 40 950
477 854 788
254 232 570
399 450 572
386 80 908
909 733 662
426 86 107
903 793 64
393 98 751
330 880 83
484 759 550
570 119 651
556 132 875
116 611 108
520 449 689
684 216 396
74 406 646
166 70 690
759 502 154
178 725 253
615 34 411
172 419 263
378 778 588
159 309 193
381 314 119
184 570 113
298 108 806
670 723 868
193 497 971
825 418 768
546 683 216
552 269 79
508 556 158
174 752 370
617 704 409
542 352 182
194 340 303
917 36 48
180 853 223
558 534 686
370 189 197
55 146 864
680 587 630
269 766 109
101 419 443
610 304 985
161 856 41
211 275 230
141 833 947
391 8 881
78 502 463
110 230 496
821 439 681
804 691 984
399 385 420
99 18 372
858 47 706
891 110 80
556 222 39
486 625 311
303 575 653
6 892 226
816 486 3
323 84 716
45 402 499
306 118 899
544 18 750
363 267 863
141 240 157
56 866 935
134 817 338
266 549 473
392 699 301
3 454 602
403 891 358
729 789 134
295 813 759
179 860 609
62 571 427
533 255 422
73 181 523
244 753 373
576 301 668
379 310 277
32 435 452
137 657 660
355 642 72
668 465 493
792 13 452
617 559 222
319 503 403
564 674 748
718 306 828
184 763 668
899 788 377
632 420 584
596 94 320
520 916 979
249 449 646
379 904 744
860 880 980
374 106 410
704 259 637
320 826 29
808 827 848
858 792 533
217 171 17
152 736 991
624 898 95
791 705 641
682 541 550
700 663 683
321 793 185
690 714 556
303 661 681
416 99 456
883 302 350
893 732 300
495 466 226
520 83 46
914 50 442
769 793 409
531 520 247
715 424 390
815 560 431
797 752 152
542 578 696
329 166 40
348 548 741
483 341 61
714 597 65
459 530 504
40 670 612
916 484 144
146 470 868
166 235 722
387 719 936
536 775 65
720 60 751
896 747 496
164 23 967
848 716 47
520 172 387
179 582 425
255 166 930
922 728 177
311 822 55
583 625 112
639 820 553
759 222 5
850 6 726
641 382 237
645 243 260
820 608 217
729 76 213
915 47 383
3 295 540
200 684 55
80 716 650
511 348 765
239 139 513
436 30 899
233 673 954
794 70 73
50 576 815
689 804 959
178 12 919
45 87 474
144 721 956
474 304 736
712 593 753
450 34 180
70 713 381
143 346 259
802 510 173
118 286 575
81 709 565
819 449 35
708 919 552
625 157 423
758 65 500
20 542 44
562 460 754
807 99 492
552 682 614
593 206 442
672 577 372
856 417 819
414 517 852
249 18 960
677 533 151
258 560 550
642 61 685
254 558 584
673 247 628
20 304 718
180 607 279
263 603 444
605 476 794
879 200 403
398 545 546
615 518 205
718 80 827
277 17 301
708 738 954
809 572 200
141 664 685
660 238 398
456 223 624
286 889 102
682 59 488
896 40 158
342 66 200
222 433 393
858 614 349
264 334 505
798 604 526
246 512 819
727 282 830
465 462 185
772 550 308
186 297 452
840 194 681
79 2 731
425 136 856
593 501 820
235 666 769
585 902 747
473 323 484
480 601 217
231 367 294
6 124 192
67 585 796
668 235 737
908 394 299
521 888 949
783 586 146
797 531 899
170 414 165
237 503 409
414 475 542
516 711 476
604 486 931
720 59 835
609 345 420
611 130 351
498 135 931
567 642 800
848 47 631
767 356 17
270 151 187
488 790 871
757 78 561
396 681 676
299 100 169
878 576 1000
442 188 814
104 711 787
122 741 296
225 187 41
166 207 799
544 748 513
192 755 298
609 372 619
418 582 292
199 405 949
694 539 784
562 687 821
317 340 412
187 114 810
871 251 991
920 34 752
620 870 624
714 65 599
757 903 281
827 373 16
629 322 550
416 33 502
816 626 77
54 727 925
252 643 278
903 519 821
232 778 380
285 239 340
76 822 301
837 390 819
432 298 543
747 921 58
121 894 790
808 722 288
171 2 337
761 130 354
550 781 335
92 125 750
378 151 11
816 527 671
440 453 563
610 598 850
219 624 466
823 749 670
363 37 413
50 52 852
634 487 500
496 816 10
545 754 66
741 359 423
627 599 238
370 259 913
592 148 560
463 819 34
738 490 416
253 210 862
425 771 772
331 147 78
395 339 186
59 108 363
267 501 191
387 792 497
145 832 926
679 747 869
353 885 999
811 865 859
616 837 570
298 350 840
515 448 283
259 535 578
343 344 810
171 343 791
619 865 486
389 885 478
252 685 791
690 146 119
510 879 708
214 620 803
842 865 573
423 150 264
477 137 636
851 202 250
37 232 598
849 563 824
688 780 491
231 743 733
64 838 791
95 475 602
642 206 742
402 226 197
685 479 855
602 319 381
250 488 653
14 651 454
162 824 393
321 582 724
168 401 847
345 256 41
196 916 710
324 673 819
486 67 518
739 868 197
627 293 792
411 707 928
183 629 697
188 507 69
688 29 459
242 400 144
819 605 66
762 233 411
602 397 777
566 211 213
373 608 157
143 612 495
573 247 112
646 251 789
790 240 341
650 821 737
641 753 785
754 846 14
661 162 154
859 130 674
814 249 222
416 147 392
149 56 183
109 60 66
223 558 326
218 610 930
414 239 138
518 160 114
499 716 174
254 239 886
275 555 534
918 181 12
886 18 548
907 597 914
354 510 265
411 833 876
231 390 175
88 437 760
683 89 557
510 791 857
520 618 352
335 643 411
191 735 764
901 415 220
175 882 634
540 424 265
13 336 136
822 16 803
257 118 489
367 257 761
13 752 581
628 691 308
135 743 278
599 327 107
269 54 793
882 50 816
586 78 954
727 5 526
246 390 319
241 528 33
31 350 243
779 877 230
312 317 387
443 171 195
879 518 904
148 849 735
423 22 198
559 515 799
923 157 588
290 756 207
671 447 548
260 774 554
209 169 678
644 692 855
136 467 573
874 118 726
40 730 969
851 457 749
841 214 454
629 694 19
765 684 970
431 870 445
636 873 298
595 519 89
12 79 507
634 734 342
634 130 827
788 483 95
95 128 484
639 705 144
26 734 717
94 300 364
649 920 386
140 870 124
36 298 782
418 820 608
30 678 193
309 636 174
884 570 521
255 542 609
802 728 599
853 66 29
697 450 583
899 655 113
864 12 768
257 431 875
797 179 690
142 816 70
572 834 254
552 674 840
790 625 384
650 466 970
868 599 205
278 717 946
601 396 574
851 100 419
170 809 789
698 901 853
350 131 45
429 921 444
541 185 515
612 193 242
541 73 913
445 393 405
666 278 616
709 897 779
112 181 121
835 150 298
648 601 139
216 802 80
13 586 828
378 405 269
315 486 874
157 548 324
633 38 663
713 881 672
674 354 787
640 185 498
588 245 29
319 842 463
347 223 62
218 581 957
295 636 316
579 257 553
669 211 153
919 428 821
737 268 52
605 734 720
390 341 673
457 561 508
405 24 196
810 435 468
716 10 292
634 530 972
914 215 478
845 353 70
246 23 929
677 128 620
577 298 444
391 783 432
234 7 667
665 701 647
613 590 579
126 335 633
821 55 997
800 94 746
3 395 591
109 791 885
224 696 677
405 804 705
901 861 641
702 825 199
496 280 397
272 241 641
423 773 619
501 454 115
309 411 913
168 191 886
501 238 330
594 765 509
251 912 233
302 156 65
729 309 902
134 377 141
319 389 617
333 133 260
183 719 447
201 188 859
219 516 375
603 127 809
551 262 913
410 646 189
124 237 757
755 707 187
608 823 837
583 71 660
157 244 737
78 109 892
417 652 681
188 745 417
207 640 153
923 311 265
752 15 381
293 5 424
99 129 680
404 787 770
832 873 337
660 680 80
908 1 675
696 234 367
887 139 910
836 236 181
369 341 972
11 670 444
115 692 537
455 892 70
290 523 284
671 213 148
641 395 486
813 794 308
109 255 627
694 879 167
759 227 695
837 276 307
415 295 291
