8311 24259
7618 6081 -999
2297 2988 -913
2461 6197 -737
1976 3132 389
6057 100 -293
6841 2827 -656
7237 3434 -814
7406 4514 -401
4052 7061 919
5098 1045 919
3239 2531 -655
1612 1542 -605
6196 5181 807
2659 5491 428
2401 1070 -392
2725 3272 102
3218 6005 735
2433 6541 -888
1177 2972 -87
2736 4022 -958
1294 2054 609
1838 7544 -823
2716 887 -476
4631 3670 -289
2298 2270 567
7822 1692 877
4544 5691 -203
3771 1243 -150
5786 7162 -943
5225 897 -209
7642 5109 231
7422 7487 585
8043 947 -373
7321 4544 -235
1584 1423 138
6960 6631 -385
3124 4455 -518
5722 6717 -523
5040 242 -136
6731 4250 -272
4844 4314 843
872 2542 -328
613 303 821
3141 3991 -183
5919 6108 800
4062 1829 973
1558 6567 -677
936 5958 -378
3180 6755 49
7655 4982 -402
1777 5614 -143
1303 3579 -140
8006 6959 694
7500 6568 586
5291 7297 866
5271 6640 537
3434 3687 -239
6425 7404 -45
5725 2799 -483
5732 191 -947
4387 2110 426
7019 1109 -611
3029 271 520
694 2949 780
7634 2021 356
4641 8049 108
6029 4512 -906
5217 4585 549
3110 5497 405
7914 5254 426
6448 3413 -918
6861 2165 413
7800 6297 -671
7110 7378 311
1563 1658 808
4462 7172 894
6094 5396 -239
6445 233 469
3061 5296 -969
7233 5206 379
1495 5529 133
4721 8248 838
5801 4358 -273
3690 1932 601
7415 3386 650
4241 2083 484
7117 4541 343
661 6424 451
6542 3535 -466
7314 5657 -31
7521 5770 -143
2975 417 -242
5773 3921 -753
2190 3576 474
2308 4478 150
4012 137 793
7250 692 -345
4709 6339 -366
4708 1257 72
7077 6486 418
5158 7849 483
6647 4509 -924
8017 2230 292
7992 5854 793
5854 4746 -244
2583 3446 66
2424 1137 95
5301 1049 918
6431 6516 -711
4831 3617 -641
7040 6661 751
2831 7285 -689
6822 2495 -790
6130 2893 737
6402 2947 -623
506 1248 -616
3872 3781 907
6223 4016 -150
89 3794 837
5276 37 960
2924 7987 -548
6059 7922 522
4923 2416 71
2902 2281 -252
6678 4976 -942
5480 567 -700
228 708 748
1715 3645 116
1861 3456 -784
2863 377 236
6885 6975 370
1341 1682 -470
1085 3445 -757
6408 6730 -297
2112 5505 589
7998 4607 -65
7757 7674 604
6239 3866 -760
8148 345 65
7542 5809 -157
4382 3858 702
3602 5926 -391
5990 5131 804
4339 2492 -449
3717 1922 -923
4789 5391 527
3672 2595 -282
3439 5276 -17
2280 3792 -779
2780 3225 566
4237 5947 598
4874 5644 899
7023 4842 -136
2973 6209 100
6133 5860 -450
1811 2164 -261
7787 1925 -26
6579 7924 516
6798 4235 780
5770 4354 296
481 4015 259
4682 4882 -243
7731 5258 950
5154 2865 721
1968 2694 -211
2489 8129 35
3481 3093 -644
7412 939 175
1456 2177 -640
3209 5011 -973
2779 1382 -556
6854 1694 494
3586 1090 -368
4291 2324 903
7153 7013 506
6954 5463 -10
2825 2846 -632
3938 2999 -487
3865 7295 -541
8100 6286 652
4566 1058 -618
153 3561 -353
1166 318 -738
466 3657 994
2350 5428 -168
1536 4945 607
2204 1543 770
8099 3361 -460
1248 3468 465
5664 5993 576
2369 7709 2
3325 1993 -541
526 1506 416
4242 4000 856
1343 7157 -159
1142 3444 -391
5594 7841 180
1867 335 429
4183 118 316
3660 4623 -199
7953 3302 -414
1768 5645 16
5647 959 488
1983 2742 426
1049 2331 797
973 5717 838
6844 4692 -175
5532 912 -954
4810 19 -560
6870 7903 385
7547 207 -671
1677 2555 582
3782 6590 421
6140 763 532
5190 7481 -40
5414 7578 545
2068 2336 970
6036 7454 -809
2888 1377 -276
3005 6094 -785
3824 4298 -233
1015 7136 619
8017 1940 624
7267 6943 821
2078 2413 849
2875 2609 482
4449 3836 876
2100 5494 -250
3859 304 597
1072 4661 688
3561 5291 -835
1520 7796 -973
6732 3132 111
2915 7971 399
5105 3321 982
484 6735 587
5322 7455 -896
1014 73 -249
3363 7581 466
6684 2438 -105
4489 2095 -691
1870 7483 215
5384 7877 -115
6493 3732 744
162 4128 845
2415 7733 929
2164 4999 903
1324 4158 235
3119 1118 923
4246 3362 -870
5975 7251 -9
3547 7111 83
2573 6518 146
2932 4261 -965
1024 7410 644
6943 6269 -52
6857 2896 10
7272 2121 -292
4847 6422 919
1600 1943 -439
2031 6064 936
7447 416 287
3214 7658 -525
4003 3798 -828
4949 8283 331
3941 4995 -760
709 2404 284
331 4761 -898
7914 866 53
1689 1160 -34
3669 1223 -890
6788 3242 890
5486 2483 134
2144 1981 -849
3451 5437 -301
7157 4877 -188
3661 879 -835
994 5743 585
4906 6309 -909
5719 3698 -676
7470 3796 -995
8258 3902 220
7782 7173 426
2030 3465 -268
1474 3196 582
2921 2717 -866
1770 6754 -758
4850 2827 -589
8295 626 -783
6823 8103 -479
4588 1505 907
665 7669 -731
3074 2812 669
1373 4802 -945
6299 1967 513
3879 3179 584
7835 5396 375
4508 6740 -77
6688 3792 -290
222 3803 -273
640 1743 46
5708 7725 911
4610 7972 -380
4407 239 -60
7076 1327 123
3273 5069 -608
146 3396 -244
5864 2161 -767
3491 4490 -96
3367 7198 -525
4521 2455 332
242 5411 619
252 7142 316
8035 1286 377
6873 1886 -450
2693 7941 92
4170 8068 214
1194 5707 674
711 3804 187
2649 2870 -3
2684 6509 -809
2093 7009 556
2622 6186 250
6434 6881 -44
907 1408 391
1545 2392 206
6229 2513 -114
3290 2049 148
4893 1133 961
3365 4587 -116
717 7782 836
2885 5163 -312
5792 2603 890
2359 8270 952
2346 1363 146
6640 5704 -425
1163 5658 -14
1077 7564 486
6952 5885 445
8102 6278 -78
4608 3160 36
1846 4655 698
7784 3643 238
7923 3727 -313
6897 1607 496
6722 3876 -989
1239 1130 -170
3957 1238 331
3844 2270 -861
208 4022 -900
5794 209 149
2218 3122 198
5848 2932 480
2199 4297 -1
2958 6976 533
1442 2305 638
8213 6800 648
2695 7227 617
7332 3270 -466
2744 6338 293
4623 6400 -993
5338 3388 -900
7665 5337 -345
7645 259 182
843 6266 -823
3464 1883 -23
6825 1874 -563
472 6741 436
3126 7396 -276
3363 154 663
332 1912 -611
1935 3980 -796
4410 8067 186
5203 299 -42
548 352 -700
6031 4991 -777
4034 4510 357
1735 2615 230
2667 3390 -924
7253 3653 618
1331 2350 263
5178 2560 -266
8033 2814 181
5745 7867 -185
5911 5759 -415
8234 2246 -125
6937 1087 568
7112 1242 -770
6386 3480 800
7729 1709 249
5922 1980 -320
3608 681 375
3697 7191 -586
830 6712 461
1701 4630 126
2817 5077 -944
6303 4749 -795
7212 6214 590
7003 4470 347
4625 1961 205
530 6573 545
1697 3377 -993
4188 939 -250
3352 4197 837
757 698 257
4962 3685 -194
5037 5407 -122
854 224 -676
3292 6686 213
3105 1063 910
6971 7461 673
3173 4852 -829
1525 2610 608
4175 6220 -873
101 3684 -791
3482 3996 -307
2289 3870 383
70 2761 -348
1543 2596 747
236 873 766
6103 6986 841
1349 5112 136
352 421 -751
7749 4839 -103
6524 4681 -954
3844 6195 6
4466 4378 -577
695 5283 998
5660 648 -319
1152 676 -686
5842 1351 968
2047 477 835
7428 5552 529
6129 4878 410
2685 7534 -411
4046 6825 -998
5891 4344 -487
255 6305 625
8290 1514 -922
1325 4545 -517
6388 4366 -931
2810 3339 -587
2141 5913 -795
4974 3299 839
4679 5113 -714
2962 1507 -926
5020 2578 -126
3745 5216 472
6809 1985 957
3605 6575 308
4785 1005 -897
6196 6812 721
3217 1835 -408
4344 2927 -755
7968 1714 209
1722 2314 -818
1289 6148 965
7747 255 940
4335 7612 762
1289 7776 44
6019 5001 -794
5301 2420 604
81 3617 -961
4450 857 -308
3561 2711 820
4011 4704 921
3076 7083 714
3664 3131 265
8197 1314 -318
2262 4085 314
1143 7148 955
747 3158 860
2201 2538 735
7162 4715 855
576 1987 -825
7470 6161 811
3102 3300 697
6295 8274 -954
3377 4217 481
6340 1582 467
2037 108 332
7890 3085 788
244 2383 -817
3205 1612 -855
6993 386 569
3872 714 -75
2339 7837 295
6586 892 -294
2867 3990 -599
2866 516 -958
2526 4367 512
6996 3165 983
2526 677 335
7752 6087 936
6675 1357 335
992 4262 -362
2384 7420 815
3914 3937 984
7220 2905 -259
1816 1156 -532
281 4580 -814
8037 7905 -448
3180 6045 -193
2014 4143 551
3319 6107 181
6364 891 152
7856 412 -929
6044 5528 -14
5021 450 -889
1918 1091 114
6583 2591 949
4695 3567 8
1490 1319 -970
7888 6194 -687
6572 8014 2
2958 3414 803
7557 5144 -350
2249 3959 306
3683 6007 382
4113 5455 -774
7343 3167 -841
3400 6689 -495
7412 6046 621
3568 1927 775
997 7200 264
5759 343 -755
5283 2313 -385
7218 7094 995
4411 4092 204
640 3799 -964
6371 187 -605
7493 2358 935
6086 1208 -129
4524 2536 795
4505 6468 162
4159 7720 -277
741 1759 -535
6738 4624 456
254 6872 -949
3599 1700 549
7264 2128 694
4646 8273 179
4657 808 -701
2679 7537 -724
866 7090 -857
1233 6311 582
6723 7257 -276
6891 616 188
8024 5073 -506
5965 1286 -580
4414 471 226
4831 2090 -509
4124 1540 -612
5806 5897 78
5728 5144 783
2982 7191 -525
6595 1395 -525
7802 7850 -885
4887 6382 837
961 2050 -714
5123 7939 185
7701 3344 91
8187 3970 234
575 3283 928
2162 4786 866
7546 1252 363
8021 2712 728
6518 4964 432
1791 1642 220
7706 1901 83
784 6094 69
5884 7724 440
2007 4980 966
4265 2848 548
7090 3326 -970
6739 2895 -968
6153 3610 87
5125 7791 -803
2870 5002 -713
7115 5382 -690
4961 604 -985
5218 7074 -105
3751 2371 878
4728 4425 -146
6335 4029 986
6641 4997 169
2551 760 -723
154 4609 -726
233 7593 12
28 510 -129
2475 4767 576
2655 2404 -393
4395 5714 -738
3254 7897 839
88 2086 -511
8230 3377 -803
5124 5055 879
2961 5385 -485
5068 2862 411
966 3607 267
2231 6478 116
6497 1465 -253
1348 2512 -459
1571 2253 352
6781 2520 942
5743 814 -544
6914 3250 -612
1144 2112 961
7088 5316 -686
201 4769 223
4520 7266 -407
1118 3367 -736
2141 4253 700
6063 6346 -875
2580 2711 -34
1811 5650 99
5322 4058 80
5144 3284 -107
3606 2 204
6827 5403 774
5208 604 -392
2364 7732 141
3337 4488 -91
6306 507 -31
1976 5016 543
4729 7205 328
2403 5354 70
2191 4818 151
7773 7805 -276
4556 7920 -345
173 704 157
4941 5176 -580
2132 2786 -169
8112 6322 -409
1631 2588 -256
2011 124 -666
6538 7629 763
6852 1084 767
4328 7735 -289
8266 4467 -477
7858 6062 -802
302 2381 774
6821 6443 502
1868 1947 277
7353 625 261
6801 5625 556
5188 6171 100
4448 2674 661
1569 7611 -498
1344 4928 337
7872 3839 795
5551 4747 -669
374 3523 532
7090 7609 -692
3281 351 -962
597 2112 854
3698 847 -91
6362 2269 -551
7533 3565 288
5184 3744 231
1646 3120 511
6469 1322 441
8223 5827 -250
6905 1362 -636
5377 5171 268
6164 2745 -227
4185 5319 -308
6014 7567 -777
5694 1691 -232
8083 7066 822
3766 4784 -945
4588 1857 -971
3472 2044 717
4428 1350 -420
1652 2922 41
2160 2949 658
2551 7112 663
3773 1792 428
4269 4406 927
7848 2755 456
7689 415 -474
7135 1814 -857
783 1755 475
791 5908 826
6295 3532 89
863 4372 158
7510 7211 196
5089 5432 901
7833 4385 562
533 8165 843
1593 6116 -673
6331 3232 502
1057 357 472
170 8019 -418
5449 1118 915
1354 876 738
7756 483 -883
1313 5869 -163
2967 2991 -339
6077 3082 41
2748 7038 586
5866 4626 -603
5461 5562 -175
7534 6890 303
2226 5658 17
8090 1127 -343
1721 5169 -19
6566 6106 -280
6041 6605 865
6936 3982 -978
2515 685 116
5411 6572 778
1733 4232 915
5901 6260 -86
1647 7142 -313
7254 2947 -182
5426 6516 732
3399 2069 374
4217 632 -366
5506 1949 847
3581 4789 301
5399 2449 268
269 874 -52
5332 6568 614
2732 6425 488
7469 4899 -37
5892 6963 798
1510 3667 -57
217 4007 -994
312 3655 -289
65 331 -9
5368 5490 -708
6228 508 -571
6620 6272 868
5752 6664 -680
6039 6812 -430
2475 2462 927
2882 7688 813
8072 2402 654
841 420 891
2682 4949 955
7744 936 618
565 7564 201
4060 4703 269
1996 3298 -951
1293 2641 550
7436 6789 -179
6747 5543 814
5738 6998 -955
6517 4432 77
6690 715 339
300 7886 223
5262 3672 -127
7607 2538 -640
8071 587 -252
7271 1063 130
3529 7734 -894
6993 3049 1
5773 1973 -307
1690 531 405
4378 2412 837
2704 7788 -181
6468 4014 -929
4191 3879 -899
4651 2125 588
8056 3425 -456
3860 3899 -253
2291 6720 -574
6542 433 -363
4853 3877 13
5172 5446 -478
3790 1578 -643
5773 6543 10
6120 7096 -544
1985 5003 435
5119 1162 785
5379 4009 220
2762 2253 165
7971 1895 -527
6534 5637 -631
4765 3771 982
8249 6531 -959
1561 4535 678
887 1098 390
1439 4335 757
4527 3100 -832
7579 2135 -288
6396 194 907
6170 3555 -582
4339 1200 572
2065 872 -294
5463 3577 -194
6205 4205 712
2467 6198 166
6125 864 269
3294 282 -705
169 2214 448
5756 6438 -289
306 6254 -794
5664 6854 542
5173 673 771
5791 5722 -920
4906 3226 -308
246 5050 -102
2656 3266 -141
2783 4842 -59
3515 7327 -985
4101 4034 309
885 4302 -861
2550 7741 -556
2562 2478 659
8110 2979 973
4452 1826 -309
3083 3080 107
6392 5635 -48
3380 4758 -314
3929 1386 591
6065 6267 36
3505 4240 -360
8213 2411 258
5094 4051 -922
5760 909 513
922 3017 -682
4049 7507 524
6884 4473 942
2811 7049 -557
965 7551 -847
69 3654 -857
3693 5009 -658
699 7309 -731
80 8053 -565
7544 3569 234
4489 2806 -173
5899 1374 149
3188 537 -179
3780 4914 929
2066 1091 796
5097 1929 78
6828 388 244
5315 5807 123
3353 3152 601
7649 7683 -560
6142 5881 -567
3319 1701 -10
4659 1885 -397
5862 318 436
6879 6230 -861
3375 6256 -564
3967 6705 964
3442 1125 -156
3315 4641 156
1771 3270 335
4567 8218 174
2178 2284 -539
3731 1408 60
5794 2373 -51
8097 4401 -381
1932 6330 -818
1683 6702 -341
6463 7787 93
927 4465 -983
5312 7035 787
6069 5011 398
3563 2270 -831
6707 3143 393
5690 4440 -953
2716 1389 470
3357 4127 962
5753 7035 -984
3366 1312 -963
4468 5851 190
4113 6105 548
1371 3848 930
6859 3750 626
3852 7388 -640
2062 1258 -335
8039 7682 154
6718 2071 -8
3849 4663 290
5796 2542 897
4205 2858 759
5149 3662 -419
5579 7874 568
5231 6560 61
4489 5562 214
5210 45 -897
1278 4833 -600
3148 8202 -602
7559 5659 719
426 3785 355
4300 1706 421
5005 7362 888
1078 5896 670
802 7325 726
2718 5932 705
3851 6239 364
8153 4793 339
8094 7712 -855
5286 6494 663
4680 3577 -757
1659 6104 -876
3882 3045 631
461 5111 778
3111 3137 -71
7140 1486 76
6127 1980 651
2937 8280 -254
6148 3063 850
571 1859 -809
1487 3708 929
1670 4098 -545
5180 792 673
2120 5221 744
1810 857 853
4316 5959 -38
5511 6171 -751
8028 6495 -463
5281 7666 16
7974 3503 -991
6260 7067 30
4159 6148 -162
6885 7196 -635
1587 8157 876
1729 6038 294
5865 4078 227
3251 8157 457
1042 5842 128
7869 3957 -416
3308 195 397
8251 2540 327
2164 4133 475
5446 5275 78
3609 5474 -694
5402 2743 630
3579 7259 51
3504 622 292
1502 5154 427
5627 580 -613
8229 3888 341
5036 4424 970
6435 3042 94
2882 4956 -964
959 501 -485
2974 6766 818
4205 630 130
1137 4618 -239
5679 1738 320
1265 6527 979
4173 3650 944
3896 1316 146
6197 4162 -476
8054 1363 -412
3537 5329 -735
6690 7475 179
1587 6653 -651
371 3534 978
4146 5249 390
163 106 715
1833 5033 -24
177 5010 512
3290 5078 -904
8210 3634 554
3795 7730 166
7760 908 -232
4708 6183 75
5772 1977 -270
5010 4371 -776
7789 4112 436
6033 924 -623
3982 1973 750
3092 4669 -84
6714 1876 563
3817 3113 457
1106 3924 -402
6575 6709 537
7837 3828 616
8130 158 -785
7119 6524 -298
449 1609 77
4400 6947 -496
642 4750 -68
1609 3991 -13
5214 5496 -594
1141 5776 441
6101 4095 -674
1509 7567 647
4040 3370 304
6987 3626 -306
4525 2535 -34
8190 3624 -206
6165 4073 -209
5656 4312 -818
600 7245 448
3265 694 -399
1218 5526 947
3060 7265 -755
2067 8005 304
6772 2506 565
2290 6424 -317
3138 7433 248
7392 7237 410
2216 886 972
3341 5515 -192
3167 6933 -108
3419 1840 -666
1210 7490 28
143 6375 445
7034 5138 -135
7977 8025 771
6029 4154 -920
6863 4438 776
7822 8174 -621
139 7610 414
8265 1736 -655
883 2542 -542
6913 4274 -132
7346 7894 -836
2075 551 30
4710 7748 424
1383 1129 -34
7636 3692 251
5408 5394 -302
5076 455 -786
7537 3099 366
442 1309 305
1714 4893 -730
7474 5070 -780
7615 7405 542
4986 1087 102
6374 5006 -910
1152 1535 167
2332 8013 -321
6672 4906 233
7477 954 33
1644 2013 889
1005 5637 584
5929 4252 131
5906 7972 -967
7282 5953 282
7766 709 956
1589 4999 -921
6475 6267 337
5958 2368 -843
3478 3531 -403
1958 2434 -220
8089 3984 -671
5901 7656 646
273 4821 19
4562 7388 -256
7591 5943 -672
2772 3975 -52
6799 6985 -153
1903 7742 -306
6792 2307 185
1930 4422 323
8236 1026 902
6704 3709 -595
4154 6443 -37
6999 8167 -148
4035 371 -4
2546 6123 822
6287 4269 855
2054 2648 276
8306 4782 -253
8260 7171 95
2327 610 -678
2746 497 276
3814 3368 840
7052 1398 -193
3005 2842 630
586 5997 826
7590 4984 -896
5452 303 830
4555 8026 221
6615 7560 128
6799 6028 -504
1015 2669 90
7115 5365 -877
3613 681 -268
4363 6295 -110
655 7166 -855
1319 7522 216
4293 6616 -141
1385 2673 821
7468 541 -478
4699 5176 504
6088 2696 325
2655 7133 875
868 817 -817
3619 2986 532
1687 2113 -572
1641 4740 -149
4393 792 731
7562 6330 477
4588 447 -147
2950 7599 -258
6608 4189 -524
3414 5417 924
3738 3638 949
4036 5089 290
5152 3578 -500
4027 5448 469
7188 7797 956
8093 7036 -938
5626 4114 -615
7135 4021 -95
4553 4830 -527
703 1169 855
7199 2606 -648
5239 2963 632
5493 3310 -876
2235 6071 23
3167 1237 -487
1345 1108 407
3392 8087 -930
2002 3479 -897
3925 5299 -822
4580 6357 629
853 786 120
6578 2789 -849
3504 7352 302
6205 3427 -771
1499 3078 444
1259 4591 -132
4670 5095 273
5789 1827 -1000
4929 3332 -105
6826 2653 -705
147 1469 -233
4756 282 -21
5414 3212 -639
6069 5091 825
1758 6186 742
6701 8285 -667
4857 5789 814
4588 5865 -931
2057 7804 428
3257 7682 679
5373 3049 922
4694 5025 -132
5581 5940 -82
7053 4398 -254
7516 4407 -535
4410 1599 773
1035 324 830
5771 1548 -649
7846 7335 -505
3961 3139 212
1739 162 -365
6970 890 -79
1848 2443 759
2183 6540 233
5092 4290 345
2021 3978 -583
1992 5320 573
3088 5176 -674
3423 1910 877
720 4715 -902
6189 7861 749
1414 2068 100
2506 1295 -860
259 5952 -317
3597 1410 964
3046 3649 924
2962 5501 -961
2701 6505 121
6571 6033 -476
4676 5813 -705
5260 4229 942
937 5729 611
801 2880 -849
7252 1389 -651
4169 921 910
7613 3686 958
7803 5072 -413
2924 7858 -883
5320 4263 23
1735 7334 -53
4711 6938 953
4072 7688 498
456 2822 909
3761 5717 -16
3924 1891 871
595 4702 -834
1652 5051 -375
2564 4069 -413
328 5738 -781
5752 4202 -579
4755 6838 980
3874 6888 -740
6080 8080 -866
3972 38 880
7843 2772 -634
5987 601 48
2409 2974 -214
1109 5570 -80
6247 5217 869
194 4155 -754
5054 6155 -259
1915 1972 -74
2114 4902 -320
7829 1377 475
1572 3579 -581
6930 1339 830
5457 170 511
2049 170 398
7148 3159 448
2039 326 535
5876 1629 845
7299 2230 106
5340 4877 343
228 457 -135
8289 1775 23
1323 1864 -809
548 3582 -54
6049 3573 -921
4257 1386 -197
942 1778 686
5660 711 93
5480 5943 704
7975 1601 -342
3760 3372 894
687 8166 -199
5203 7153 -22
4235 4295 353
450 1260 -659
405 4547 -780
2459 6719 223
4851 4813 102
5413 6573 219
5781 5317 286
1474 6169 -219
4454 378 775
7826 4343 871
7966 2800 -559
5067 1786 -393
1618 100 409
752 4058 -465
5475 2448 -278
6969 6656 13
3815 6395 -15
6999 7607 893
8061 7363 374
7803 6136 -645
431 216 259
2248 252 -931
526 4360 68
6458 997 976
7024 5233 -513
3930 1428 -545
6283 5531 -440
2808 8154 -872
1402 695 895
8158 1838 646
7033 3346 -133
123 5709 -781
3141 8297 416
2329 6735 869
8222 5303 -415
7175 8063 856
141 4965 915
480 6947 -59
5542 5610 -700
1372 5070 515
4534 6234 203
243 2250 -374
7382 665 412
3523 6403 274
6326 4684 28
1768 2864 462
5891 5211 420
5972 34 417
2633 4692 -271
3626 1760 -727
1084 1503 -49
1575 7606 628
1652 828 758
5493 3474 -242
4279 838 -574
1894 727 -129
2334 7594 605
8105 3112 -783
797 6430 -814
7050 2848 -366
6770 4448 -341
5499 54 410
494 4170 -651
3678 1834 -192
7302 7357 388
8139 7690 -692
654 2609 775
7534 5508 499
6033 5547 -342
7675 3918 478
4600 4513 -645
5633 2604 -645
5408 6473 -412
7221 2782 926
5454 1999 406
1580 5316 -696
4736 1342 590
1934 8244 162
410 4996 -113
2779 6891 128
5976 6204 -204
6905 6520 -892
2707 1538 -502
7378 4227 -381
778 7917 -801
1027 825 -369
1237 7023 725
6163 5346 28
3549 1710 436
2786 6729 -201
5291 7034 153
1099 4607 619
3715 6425 -543
4642 7223 -596
1317 1725 139
6935 4161 933
1307 1879 658
648 4535 66
7862 3234 96
1686 3139 648
8004 4838 447
2366 1286 -693
3273 3677 331
1757 2939 899
5253 2291 -657
6659 2155 784
3993 2997 443
359 16 959
6906 1083 990
197 419 -588
4153 3229 392
4530 5112 799
1192 537 -571
1703 5160 303
1529 5139 250
8222 4078 529
1244 7863 -875
7868 7013 -555
1056 4127 -93
4954 86 404
3325 1253 -218
8111 7753 -180
2788 6307 452
941 4354 641
970 5038 65
169 7515 -974
4224 2683 -765
6876 4175 390
1488 216 -339
6039 245 -937
2442 4537 -271
61 8101 -281
1990 6026 979
8114 2265 903
2823 4644 759
296 3439 632
3286 2626 625
3663 6977 746
2461 2814 -823
5330 6398 -425
1579 1581 -162
6480 2467 -447
7275 3947 -314
382 5258 502
5502 5713 378
3806 5568 90
108 6123 404
5028 5564 190
4497 2781 390
1544 2451 -592
5080 5767 881
3930 905 -564
951 5003 -129
2932 6707 -984
6709 3183 -380
1196 5581 541
2280 6737 -745
3096 3725 212
1972 253 204
7851 1709 -147
3177 7767 -362
6699 7875 -728
5386 6790 -607
8089 5910 192
1950 7254 47
502 3831 276
3615 1970 -889
2009 5443 244
3161 2805 683
927 793 -994
3537 4865 85
4338 158 -704
3191 4356 9
58 2576 621
3424 3728 515
5205 5552 -611
2288 3306 385
2195 1413 -237
1977 1295 958
2670 6258 -666
4957 3047 -39
5357 1562 -628
678 1320 867
615 6843 -573
7669 1986 657
3019 746 -529
7572 3593 729
227 5282 -824
7241 3487 -61
1712 4712 88
666 5037 363
8096 7795 647
1097 7008 -122
2106 8280 415
8160 1351 34
6718 5687 585
4056 4748 985
1731 2824 -422
1261 6660 -801
4825 1397 -602
3370 6522 -613
7043 5086 553
7958 164 664
411 6180 -883
4628 7074 -19
3145 7341 80
4399 5318 -903
7310 778 117
806 6762 -218
3469 7920 697
598 7514 787
6853 6511 -776
1002 1673 -776
2111 672 691
4828 3566 724
2933 4344 -251
8234 206 215
3691 2980 605
5605 3425 -191
815 2453 200
6334 8019 790
4912 6148 -961
6576 530 -696
5625 2842 179
5623 7956 666
2446 3500 -12
160 1079 -37
7329 3917 -638
145 6964 -296
4375 4908 -529
7003 6809 -398
8170 192 -888
7633 506 -759
6037 4815 393
3835 3309 706
5867 5518 27
3252 3177 -242
2569 5079 196
44 4230 646
6203 2376 597
8092 650 -713
7727 5876 958
3627 2296 457
2038 3804 659
3474 7025 -328
884 4804 -92
7212 3743 -555
3731 1744 -578
2387 2519 -496
7800 5098 776
2948 6199 -275
1088 7133 -833
3991 6753 562
6722 1883 -444
6395 3587 119
1450 3184 -13
7626 2850 -198
7582 2979 740
5420 7227 115
6811 6765 262
7547 3678 432
5090 2431 827
7160 3369 253
3139 3172 -105
3822 207 -28
3312 1957 -362
3373 6704 200
6457 6663 -63
451 8042 477
2728 2151 -856
5119 2122 509
628 4820 -199
4747 3130 -947
3659 5174 300
1452 6029 -452
2406 2858 309
5265 5482 -840
3706 5052 -478
1364 1771 262
6700 7509 -978
7689 4865 -571
4700 4737 462
1654 6727 700
4451 3031 -466
5705 3360 648
4576 7946 833
7383 5052 474
4648 6683 37
5890 1346 -586
4728 7284 -601
6173 3553 271
2322 849 -416
7693 1818 -427
7785 7480 459
5098 732 -809
2175 7039 604
8073 5559 889
5943 4788 547
6610 7584 -959
1653 7649 509
4197 1716 31
554 1968 974
6133 1970 -842
6427 7185 425
3050 999 508
7034 6391 801
4666 8203 -344
2401 3866 -139
5059 6241 293
4199 8220 -620
480 4478 549
4654 8206 -408
7261 3468 38
5096 4573 -331
7909 1554 -684
3210 62 36
4400 7579 440
8100 6570 902
1817 267 -354
6262 4132 532
4300 6579 109
3869 7960 -929
146 7836 -42
712 2058 252
6006 7000 762
2119 5185 203
3080 6564 -830
6333 4904 -914
192 7359 915
6375 2662 762
3950 1993 -323
7424 7191 283
3662 7027 836
2546 6625 895
4710 2570 713
7634 5111 -683
8034 7468 -886
74 4558 -663
4985 6789 921
7555 2923 -16
252 4040 258
1762 5508 -527
4333 7442 815
5129 1180 -603
828 6923 420
6425 6424 125
2614 5999 -792
7306 2899 927
6310 1836 -247
4040 743 206
372 2256 -872
7420 3177 997
3835 7150 28
382 6054 460
308 6237 209
7582 3219 312
4246 7419 -32
110 4829 427
7287 49 499
4431 5063 172
5611 3678 -958
85 4774 526
3988 7149 -588
7588 3112 -568
5967 6848 -355
1454 5501 153
8026 6751 237
1080 2284 -989
3620 2428 514
3490 2015 -609
3698 3793 -454
7324 7665 960
8243 1843 791
3721 7193 -350
5291 5514 -958
3486 2302 -920
7239 4092 937
1418 3405 653
2541 2675 46
3499 2548 -538
6358 6790 -320
4617 3493 -967
7133 5629 224
5032 796 165
2523 6215 204
266 6209 -719
5549 1428 -741
3437 665 301
4149 675 885
2035 4858 -418
1375 2442 297
5807 7374 -380
3351 62 -936
5909 6056 80
4717 5272 -630
5459 1508 -520
7798 6436 -35
2333 4479 200
7334 5604 -47
2782 1376 -743
2278 5573 -815
335 4206 -908
1993 4797 568
6452 285 937
819 4908 -280
3428 4311 -757
6354 4426 932
650 2646 -17
896 278 514
6812 7507 991
3849 7095 197
6967 2205 251
3184 6080 201
417 445 -363
5381 2917 -979
5105 1333 -866
6279 5375 618
6031 2299 -444
3887 635 877
4859 1741 366
7059 7093 -501
2608 8294 177
4223 5008 926
8301 7205 -862
195 3488 181
7231 4899 -290
3917 5980 35
8038 3959 132
5161 2259 324
1622 334 -781
3655 594 781
4821 1679 -209
5957 3826 -534
7086 8217 408
2791 2127 167
5065 7517 391
1689 504 -299
2591 4235 125
4379 442 469
3879 1920 354
7795 3097 827
159 7161 250
3815 7146 -795
221 2605 -183
2300 956 252
1364 6569 334
4995 703 298
6016 63 506
794 1130 -241
8133 1937 -436
3788 6970 -699
3330 2294 490
4004 1260 686
8282 6498 403
6398 2334 460
4879 5016 752
4598 5411 -77
258 905 -848
3579 3332 -760
783 5387 -220
6059 6820 203
7341 6562 950
5477 1655 478
4028 5908 992
2843 577 -392
5392 6083 396
7217 6676 -292
1481 3828 776
7823 7443 -122
7689 7723 -759
2296 7691 -976
